text,label
"Hey Sarah, happy birthday! Hope you have a great day.",0
अनुस्मारक: Apple पर आपका अपॉइंटमेंट Monday बजे है।,0
உங்கள் ஆதார் கார்டு காலாவதியாகிவிட்டது। புதுப்பிக்கவும்,1
آپ کا PNB اکاؤنٹ معطل کر دیا گیا ہے۔ تصدیق کے لیے http://bit.ly/secure-auth پر کلک کریں۔,1
"Hey Priya, happy birthday! Hope you have a great day.",0
"Hey Anjali, happy birthday! Hope you have a great day.",0
The meeting has been rescheduled to 10 AM.,0
"Congratulations! You have won 1,00,000 BDT from Uber. Claim here: http://claim-reward.com",1
कृपया मुझे कल शाम तक Meeting Notes भेज दें।,0
जन्मदिन मुबारक हो Anjali! आपका दिन शुभ हो।,0
"Hey Fatima, happy birthday! Hope you have a great day.",0
آپ کا Flipkart پارسل #12345 رکا ہوا ہے۔ ادائیگی کریں: https://update-kyc.in,1
Did you see the latest update on the Design?,0
Hey are we meeting at 5pm?,0
कृपया मुझे कल शाम तक Presentation भेज दें।,0
"Hey Sneha, happy birthday! Hope you have a great day.",0
آپ کا Delhivery پارسل #98765 رکا ہوا ہے۔ ادائیگی کریں: https://verify-account.net,1
Please send me the Presentation by tomorrow evening.,0
"Tax Refund: You are eligible for a refund of 1,00,000. Fill form: http://claim-reward.com",1
سیکیورٹی الرٹ: آپ کے Apple اکاؤنٹ پر غیر معمولی سرگرمی۔ تصدیق کریں: https://update-kyc.in,1
सुरक्षा चेतावनी: आपके Uber खाते में संदिग्ध गतिविधि। सत्यापित करें: http://claim-reward.com,1
"Hey Mohammad, happy birthday! Hope you have a great day.",0
"बधाई हो! आपने Chase से 5,000 INR जीते हैं। यहाँ दावा करें: https://update-kyc.in",1
Please send me the Report by tomorrow evening.,0
URGENT: Your Chase account will be blocked in 24 hours. Update KYC now: http://claim-reward.com,1
Thanks for your help with the Report yesterday.,0
Please send me the Design by tomorrow evening.,0
Final Warning: Your Microsoft subscription will expire. Update payment details: http://claim-reward.com,1
Get 90% discount on your next order at Zomato. Limited time: https://update-kyc.in,1
Did you see the latest update on the Meeting Notes?,0
सुरक्षा चेतावनी: आपके Google खाते में संदिग्ध गतिविधि। सत्यापित करें: https://update-kyc.in,1
سیکیورٹی الرٹ: آپ کے Spotify اکاؤنٹ پر غیر معمولی سرگرمی۔ تصدیق کریں: https://update-kyc.in,1
Final notice: Tax payment overdue. Pay now or face legal action,1
Can you share the link for the Dinner?,0
"অভিনন্দন! আপনি Chase থেকে 10,000 $ জিতেছেন। এখানে দাবি করুন: http://claim-reward.com",1
"Hi John, are we still meeting at 5 PM in Bangalore?",0
The meeting has been rescheduled to tomorrow.,0
"नमस्ते Fatima, क्या हम tomorrow बजे Bangalore में मिल रहे हैं?",0
"बधाई हो! आपने PayPal से 10,000 Rs जीते हैं। यहाँ दावा करें: http://claim-reward.com",1
अनुस्मारक: Google पर आपका अपॉइंटमेंट 10 AM बजे है।,0
আপনার ICICI অ্যাকাউন্ট স্থগিত করা হয়েছে। যাচাই করতে https://update-kyc.in এ ক্লিক করুন।,1
"Dear Customer, your SBI credit card has been charged 10,000. If not done by you, report: http://bit.ly/secure-auth",1
নিরাপত্তা সতর্কতা: আপনার Spotify অ্যাকাউন্টে অস্বাভাবিক কার্যকলাপ। যাচাই করুন: https://verify-account.net,1
سیکیورٹی الرٹ: آپ کے Spotify اکاؤنٹ پر غیر معمولی سرگرمی۔ تصدیق کریں: https://verify-account.net,1
Thanks for your help with the Budget yesterday.,0
নিরাপত্তা সতর্কতা: আপনার Google অ্যাকাউন্টে অস্বাভাবিক কার্যকলাপ। যাচাই করুন: http://bit.ly/secure-auth,1
آپ کا Delhivery پارسل #12345 رکا ہوا ہے۔ ادائیگی کریں: https://verify-account.net,1
"Tax Refund: You are eligible for a refund of 10,000. Fill form: http://claim-reward.com",1
I'll be reaching London by 5 PM. See you then.,0
जन्मदिन मुबारक हो Rahul! आपका दिन शुभ हो।,0
सुरक्षा चेतावनी: आपके Netflix खाते में संदिग्ध गतिविधि। सत्यापित करें: https://verify-account.net,1
कल Design में आपकी मदद के लिए धन्यवाद।,0
कल Report में आपकी मदद के लिए धन्यवाद।,0
अनुस्मारक: Spotify पर आपका अपॉइंटमेंट 10 AM बजे है।,0
নিরাপত্তা সতর্কতা: আপনার Apple অ্যাকাউন্টে অস্বাভাবিক কার্যকলাপ। যাচাই করুন: https://verify-account.net,1
"Security Alert: Unusual login detected on your Netflix account. If this wasn't you, verify: https://verify-account.net",1
"Hi Rahul, are we still meeting at 5 PM in Mumbai?",0
امی نے فون کیا تھا,0
"Hi Arjun, are we still meeting at noon in London?",0
अनुस्मारक: Netflix पर आपका अपॉइंटमेंट Monday बजे है।,0
"Security Alert: Unusual login detected on your Google account. If this wasn't you, verify: http://bit.ly/secure-auth",1
Class starts in 30 minutes. Join using this link,0
"Security Alert: Unusual login detected on your Google account. If this wasn't you, verify: https://update-kyc.in",1
आपका आधार कार्ड अपडेट की जरूरत है। लिंक पर जाएं,1
एचडीएफसी बैंक: आपका खाता लॉक हो जाएगा। वेरिफाई करें,1
Final Warning: Your Uber subscription will expire. Update payment details: http://claim-reward.com,1
కూరగాయలు కొనుక్కురావాలి,0
سیکیورٹی الرٹ: آپ کے Spotify اکاؤنٹ پر غیر معمولی سرگرمی۔ تصدیق کریں: http://claim-reward.com,1
I'll be reaching Karachi by noon. See you then.,0
आपका Amazon पार्सल AWB8872 रुका हुआ है। भुगतान करें: http://bit.ly/secure-auth,1
নিরাপত্তা সতর্কতা: আপনার Uber অ্যাকাউন্টে অস্বাভাবিক কার্যকলাপ। যাচাই করুন: https://verify-account.net,1
आपका Flipkart पार्सल TRX-001 रुका हुआ है। भुगतान करें: https://update-kyc.in,1
"Dear Customer, your SBI credit card has been charged 1,00,000. If not done by you, report: http://bit.ly/secure-auth",1
आपका SBI खाता निलंबित कर दिया गया है। सत्यापित करने के लिए http://bit.ly/secure-auth पर क्लिक करें।,1
Did you see the latest update on the Report?,0
জরুরী: আপনার Chase অ্যাকাউন্ট 1 hour এর মধ্যে বন্ধ হয়ে যাবে। এখনই KYC আপডেট করুন: http://claim-reward.com,1
"Congratulations! You have won 1,00,000 $ from Netflix. Claim here: http://claim-reward.com",1
জরুরী: আপনার SBI অ্যাকাউন্ট immediately এর মধ্যে বন্ধ হয়ে যাবে। এখনই KYC আপডেট করুন: http://claim-reward.com,1
पैकेज डिलीवर हो गया,0
जन्मदिन मुबारक हो Priya! आपका दिन शुभ हो।,0
"Hi Mohammad, are we still meeting at Monday in Delhi?",0
ଆପଣଙ୍କ ପାର୍ସଲ ବିଚାରାଧୀନ ଅଛି। ପେମେଣ୍ଟ ବିବରଣୀ ଅପଡେଟ୍ କରନ୍ତୁ,1
"Your BlueDart package #98765 is pending. Pay 5,000 to release: http://claim-reward.com",1
Thanks for your help with the Presentation yesterday.,0
"Hi John, are we still meeting at noon in New York?",0
The meeting has been rescheduled to noon.,0
"नमस्ते Arjun, क्या हम tomorrow बजे Mumbai में मिल रहे हैं?",0
अनुस्मारक: Apple पर आपका अपॉइंटमेंट 5 PM बजे है।,0
Your SBI account has been suspended. Please click https://verify-account.net to verify.,1
जन्मदिन मुबारक हो Amit! आपका दिन शुभ हो।,0
सुरक्षा चेतावनी: आपके Netflix खाते में संदिग्ध गतिविधि। सत्यापित करें: http://claim-reward.com,1
"नमस्ते Anjali, क्या हम 5 PM बजे Delhi में मिल रहे हैं?",0
Reminder: Your appointment at Apple is scheduled for noon.,0
कल Presentation में आपकी मदद के लिए धन्यवाद।,0
URGENT: Your SBI account will be blocked in 2 hours. Update KYC now: https://verify-account.net,1
Thanks for your help with the Design yesterday.,0
आपका DHL पार्सल #98765 रुका हुआ है। भुगतान करें: https://update-kyc.in,1
নিরাপত্তা সতর্কতা: আপনার Zomato অ্যাকাউন্টে অস্বাভাবিক কার্যকলাপ। যাচাই করুন: http://claim-reward.com,1
Final Warning: Your Zomato subscription will expire. Update payment details: https://verify-account.net,1
آپ کا HDFC اکاؤنٹ معطل کر دیا گیا ہے۔ تصدیق کے لیے http://bit.ly/secure-auth پر کلک کریں۔,1
"नमस्ते Rahul, क्या हम 5 PM बजे New York में मिल रहे हैं?",0
"Dear Customer, your PNB credit card has been charged 50,000. If not done by you, report: https://update-kyc.in",1
আপনার Bank of America অ্যাকাউন্ট স্থগিত করা হয়েছে। যাচাই করতে http://claim-reward.com এ ক্লিক করুন।,1
"नमस्ते Fatima, क्या हम noon बजे New York में मिल रहे हैं?",0
మీ గ్యాస్ సబ్సిడీ ఆగిపోతుంది। అప్‌డేట్ చేయండి,1
Your electricity bill is due on 15th,0
मीटिंग कल सुबह 10 बजे,0
Get 20% discount on your next order at Spotify. Limited time: http://claim-reward.com,1
ਤੁਹਾਡਾ ਵੋਟਰ ਆਈਡੀ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ। ਹੁਣੇ ਪੁਸ਼ਟੀ ਕਰੋ,1
आपका PayPal खाता निलंबित कर दिया गया है। सत्यापित करने के लिए https://update-kyc.in पर क्लिक करें।,1
আপনার DHL পার্সেল AWB8872 আটকে আছে। পেমেন্ট করুন: https://update-kyc.in,1
कृपया मुझे कल शाम तक Report भेज दें।,0
Please send me the Budget by tomorrow evening.,0
জরুরী: আপনার PNB অ্যাকাউন্ট today এর মধ্যে বন্ধ হয়ে যাবে। এখনই KYC আপডেট করুন: https://update-kyc.in,1
त्या फाइल्स पाठवू शकाल का?,0
Your PayPal account has been suspended. Please click http://bit.ly/secure-auth to verify.,1
আপনার FedEx পার্সেল #12345 আটকে আছে। পেমেন্ট করুন: https://update-kyc.in,1
Your Chase account has been suspended. Please click http://bit.ly/secure-auth to verify.,1
कृपया मुझे कल शाम तक Code भेज दें।,0
Thanks for your help with the Code yesterday.,0
ਅੱਜ ਰਾਤ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਮਿਲਦੇ ਹਾਂ,0
"बधाई हो! आपने Microsoft से 10,000 INR जीते हैं। यहाँ दावा करें: https://verify-account.net",1
URGENT: Your PayPal account will be blocked in immediately. Update KYC now: http://bit.ly/secure-auth,1
Final Warning: Your Swiggy subscription will expire. Update payment details: http://bit.ly/secure-auth,1
आज रात डिनर पर मिलते हैं,0
Can you share the link for the Party?,0
Reminder: Your appointment at Apple is scheduled for tomorrow.,0
آپ کا BlueDart پارسل AWB8872 رکا ہوا ہے۔ ادائیگی کریں: http://bit.ly/secure-auth,1
The meeting has been rescheduled to Monday.,0
আপনার FedEx পার্সেল AWB8872 আটকে আছে। পেমেন্ট করুন: http://bit.ly/secure-auth,1
اسپتال جانا ہے,0
আপনার FedEx পার্সেল #98765 আটকে আছে। পেমেন্ট করুন: http://claim-reward.com,1
"Security Alert: Unusual login detected on your Spotify account. If this wasn't you, verify: https://update-kyc.in",1
Reminder: Your appointment at Netflix is scheduled for 5 PM.,0
নিরাপত্তা সতর্কতা: আপনার Microsoft অ্যাকাউন্টে অস্বাভাবিক কার্যকলাপ। যাচাই করুন: https://verify-account.net,1
आपका FedEx पार्सल #98765 रुका हुआ है। भुगतान करें: http://claim-reward.com,1
जन्मदिन मुबारक हो Mohammad! आपका दिन शुभ हो।,0
"Hi Mohammad, are we still meeting at 5 PM in Dhaka?",0
जन्मदिन मुबारक हो Fatima! आपका दिन शुभ हो।,0
जन्मदिन मुबारक हो Sneha! आपका दिन शुभ हो।,0
"Dear Customer, your Chase credit card has been charged 1,00,000. If not done by you, report: http://bit.ly/secure-auth",1
জরুরী: আপনার HDFC অ্যাকাউন্ট immediately এর মধ্যে বন্ধ হয়ে যাবে। এখনই KYC আপডেট করুন: https://verify-account.net,1
আপনার Amazon পার্সেল #98765 আটকে আছে। পেমেন্ট করুন: https://verify-account.net,1
आपका Axis Bank खाता निलंबित कर दिया गया है। सत्यापित करने के लिए https://update-kyc.in पर क्लिक करें।,1
I'll be reaching Delhi by 10 AM. See you then.,0
"बधाई हो! आपने Axis Bank से 5,000 BDT जीते हैं। यहाँ दावा करें: http://claim-reward.com",1
Get 50% discount on your next order at Zomato. Limited time: http://bit.ly/secure-auth,1
अनुस्मारक: Google पर आपका अपॉइंटमेंट Monday बजे है।,0
আপনার PNB অ্যাকাউন্ট স্থগিত করা হয়েছে। যাচাই করতে https://update-kyc.in এ ক্লিক করুন।,1
Your Swiggy password was changed. Reset now if unauthorized: https://update-kyc.in,1
अनुस्मारक: Uber पर आपका अपॉइंटमेंट noon बजे है।,0
Your Swiggy password was changed. Reset now if unauthorized: http://claim-reward.com,1
Let's go for Lunch this weekend.,0
Can you share the link for the Lunch?,0
I'll be reaching London by tomorrow. See you then.,0
अनुस्मारक: Uber पर आपका अपॉइंटमेंट 5 PM बजे है।,0
فوری: آپ کا Axis Bank اکاؤنٹ 2 hours میں بند کر دیا جائے گا۔ ابھی KYC اپ ڈیٹ کریں: http://bit.ly/secure-auth,1
I'll be reaching Kolkata by 10 AM. See you then.,0
I'll be reaching Dhaka by noon. See you then.,0
"Congratulations! You have won 1,00,000 INR from Zomato. Claim here: http://claim-reward.com",1
Thanks for your help with the Meeting Notes yesterday.,0
अनुस्मारक: Netflix पर आपका अपॉइंटमेंट noon बजे है।,0
अभिनंदन! तुम्ही 50000 रुपये जिंकले आहेत। आता दावा करा,1
"Congratulations! You have won 1,00,000 INR from PNB. Claim here: http://bit.ly/secure-auth",1
এইচডিএফসি ব্যাংক: আপনার অ্যাকাউন্ট লক হবে। ভেরিফাই করুন,1
അഭിനന്ദനങ്ങൾ! നിങ്ങൾ 50000 രൂപ നേടി. ഇപ്പോൾ ക്ലെയിം ചെയ്യുക,1
আপনার Bank of America অ্যাকাউন্ট স্থগিত করা হয়েছে। যাচাই করতে https://update-kyc.in এ ক্লিক করুন।,1
Reminder: Your appointment at Google is scheduled for noon.,0
Your ICICI account has been suspended. Please click http://claim-reward.com to verify.,1
আপনার Bank of America অ্যাকাউন্ট স্থগিত করা হয়েছে। যাচাই করতে http://bit.ly/secure-auth এ ক্লিক করুন।,1
بجلی کا بل 15 تاریخ کو دینا ہے,0
"Congratulations! You have won 10,000 $ from Spotify. Claim here: http://bit.ly/secure-auth",1
ഫ്ലിപ്കാർട്ട്: നിങ്ങൾക്ക് 50% ഡിസ്കൗണ്ട് കൂപ്പൺ ലഭിച്ചു. ഇപ്പോൾ ഉപയോഗിക്കുക,1
"नमस्ते Anjali, क्या हम 10 AM बजे Dhaka में मिल रहे हैं?",0
فوری: آپ کا Bank of America اکاؤنٹ today میں بند کر دیا جائے گا۔ ابھی KYC اپ ڈیٹ کریں: https://verify-account.net,1
I'll be reaching Bangalore by 10 AM. See you then.,0
Did you see the latest update on the Presentation?,0
काल मदत केल्याबद्दल धन्यवाद,0
Get 70% discount on your next order at Google. Limited time: https://update-kyc.in,1
Please send me the Meeting Notes by tomorrow evening.,0
آپ کا Flipkart پارسل AWB8872 رکا ہوا ہے۔ ادائیگی کریں: http://claim-reward.com,1
سیکیورٹی الرٹ: آپ کے Swiggy اکاؤنٹ پر غیر معمولی سرگرمی۔ تصدیق کریں: http://bit.ly/secure-auth,1
آپ کا Chase اکاؤنٹ معطل کر دیا گیا ہے۔ تصدیق کے لیے http://bit.ly/secure-auth پر کلک کریں۔,1
Your Axis Bank account has been suspended. Please click http://bit.ly/secure-auth to verify.,1
مبارکباد! آپ نے 50000 روپے جیتے ہیں۔ ابھی کلیم کریں,1
Reminder: Your appointment at Google is scheduled for 10 AM.,0
ಫೋನ್‌ಪೇ: ನಿಮಗೆ 5000 ರೂಪಾಯಿ ಕ್ಯಾಶ್‌ಬ್ಯಾಕ್. ಲಿಂಕ್ ಕ್ಲಿಕ್ ಮಾಡಿ,1
आपके खाते में संदिग्ध गतिविधि। पासवर्ड रीसेट करें,1
আপনার ICICI অ্যাকাউন্ট স্থগিত করা হয়েছে। যাচাই করতে https://verify-account.net এ ক্লিক করুন।,1
জরুরী: আপনার Axis Bank অ্যাকাউন্ট immediately এর মধ্যে বন্ধ হয়ে যাবে। এখনই KYC আপডেট করুন: http://claim-reward.com,1
"नमस्ते Priya, क्या हम noon बजे Mumbai में मिल रहे हैं?",0
আপোনাৰ বেংক একাউণ্ট বন্ধ কৰা হ'ব। তৎক্ষণাৎ ক্লিক কৰক,1
सुरक्षा चेतावनी: आपके Swiggy खाते में संदिग्ध गतिविधि। सत्यापित करें: https://verify-account.net,1
"Hi Amit, are we still meeting at tomorrow in Karachi?",0
"Tax Refund: You are eligible for a refund of 5,000. Fill form: http://bit.ly/secure-auth",1
آپ کا Delhivery پارسل #12345 رکا ہوا ہے۔ ادائیگی کریں: http://bit.ly/secure-auth,1
Reminder: Your appointment at Uber is scheduled for tomorrow.,0
"Security Alert: Unusual login detected on your Google account. If this wasn't you, verify: https://verify-account.net",1
آپ کا بینک اکاؤنٹ بند کر دیا جائے گا۔ فوری طور پر کلک کریں,1
আপনার HDFC অ্যাকাউন্ট স্থগিত করা হয়েছে। যাচাই করতে https://verify-account.net এ ক্লিক করুন।,1
Let's go for Party this weekend.,0
"Tax Refund: You are eligible for a refund of 10,000. Fill form: https://verify-account.net",1
"नमस्ते Sneha, क्या हम Monday बजे Dhaka में मिल रहे हैं?",0
Happy birthday! Hope you have a great day,0
अनुस्मारक: Spotify पर आपका अपॉइंटमेंट noon बजे है।,0
"नमस्ते John, क्या हम noon बजे Karachi में मिल रहे हैं?",0
आपका HDFC खाता निलंबित कर दिया गया है। सत्यापित करने के लिए https://update-kyc.in पर क्लिक करें।,1
ಪಾರ್ಸಲ್ ಡೆಲಿವರ್ ಆಯಿತು,0
अनुस्मारक: Microsoft पर आपका अपॉइंटमेंट 10 AM बजे है।,0
பள்ளி விளையாட்டு போட்டி நாளை,0
Your Chase account has been suspended. Please click https://update-kyc.in to verify.,1
"नमस्ते Sarah, क्या हम tomorrow बजे Dhaka में मिल रहे हैं?",0
Final Warning: Your Netflix subscription will expire. Update payment details: http://claim-reward.com,1
জরুরী: আপনার PNB অ্যাকাউন্ট 1 hour এর মধ্যে বন্ধ হয়ে যাবে। এখনই KYC আপডেট করুন: http://claim-reward.com,1
Your Apple password was changed. Reset now if unauthorized: https://verify-account.net,1
Did you see the latest update on the Code?,0
अति आवश्यक: आपका PNB खाता 1 hour में बंद हो जाएगा। अभी KYC अपडेट करें: http://bit.ly/secure-auth,1
"Your Amazon package #12345 is pending. Pay 1,00,000 to release: https://verify-account.net",1
I'll be reaching Dhaka by 5 PM. See you then.,0
Your ICICI account has been suspended. Please click http://bit.ly/secure-auth to verify.,1
"बधाई हो! आपने ICICI से 5,000 INR जीते हैं। यहाँ दावा करें: http://bit.ly/secure-auth",1
The meeting has been rescheduled to 5 PM.,0
Get 50% discount on your next order at Google. Limited time: http://bit.ly/secure-auth,1
নিরাপত্তা সতর্কতা: আপনার Netflix অ্যাকাউন্টে অস্বাভাবিক কার্যকলাপ। যাচাই করুন: http://bit.ly/secure-auth,1
গুগল পে: আপনার একাউন্ট লক হয়েছে। আনলক করুন,1
I'll be reaching Kolkata by 5 PM. See you then.,0
Your Spotify password was changed. Reset now if unauthorized: https://verify-account.net,1
आपका UPS पार्सल #12345 रुका हुआ है। भुगतान करें: http://bit.ly/secure-auth,1
Please send me the Code by tomorrow evening.,0
"बधाई हो! आपने Google से 5,000 INR जीते हैं। यहाँ दावा करें: http://claim-reward.com",1
तुमचा पासपोर्ट अपडेट करणे आवश्यक। क्लिक करा,1
"Your UPS package AWB8872 is pending. Pay 1,00,000 to release: http://bit.ly/secure-auth",1
अनुस्मारक: Spotify पर आपका अपॉइंटमेंट Monday बजे है।,0
আপনার অ্যাকাউন্ট স্থগিত করা হয়েছে। এখানে ক্লিক করুন,1
فوری: آپ کا ICICI اکاؤنٹ 1 hour میں بند کر دیا جائے گا۔ ابھی KYC اپ ڈیٹ کریں: http://bit.ly/secure-auth,1
আপনার HDFC অ্যাকাউন্ট স্থগিত করা হয়েছে। যাচাই করতে http://bit.ly/secure-auth এ ক্লিক করুন।,1
آپ کا Axis Bank اکاؤنٹ معطل کر دیا گیا ہے۔ تصدیق کے لیے https://update-kyc.in پر کلک کریں۔,1
آپ کا FedEx پارسل AWB8872 رکا ہوا ہے۔ ادائیگی کریں: http://claim-reward.com,1
আপনার প্যান কার্ড এক্সপায়ার হবে। এখনই রিনিউ করুন,1
"Dear Customer, your BoB credit card has been charged 1,00,000. If not done by you, report: http://bit.ly/secure-auth",1
आज संध्याकाळी कुठे भेटायचे?,0
سیکیورٹی الرٹ: آپ کے Apple اکاؤنٹ پر غیر معمولی سرگرمی۔ تصدیق کریں: http://bit.ly/secure-auth,1
"مبارک ہو! آپ نے Apple سے 5,000 BDT جیتے ہیں۔ یہاں کلیم کریں: https://update-kyc.in",1
Reminder: Your appointment at Netflix is scheduled for tomorrow.,0
آپ کا SBI اکاؤنٹ معطل کر دیا گیا ہے۔ تصدیق کے لیے http://bit.ly/secure-auth پر کلک کریں۔,1
آپ کا BlueDart پارسل #12345 رکا ہوا ہے۔ ادائیگی کریں: https://update-kyc.in,1
"Hi Arjun, are we still meeting at noon in Bangalore?",0
"Security Alert: Unusual login detected on your Netflix account. If this wasn't you, verify: http://bit.ly/secure-auth",1
আপোনাৰ গেছ ছাবছিডি বন্ধ হ'ব। আপডেট কৰক,1
"नमस्ते Amit, क्या हम 5 PM बजे Dhaka में मिल रहे हैं?",0
सुरक्षा चेतावनी: आपके Zomato खाते में संदिग्ध गतिविधि। सत्यापित करें: http://claim-reward.com,1
URGENT: Your PNB account will be blocked in today. Update KYC now: https://verify-account.net,1
તે ફાઇલો મોકલી શકશો?,0
अति आवश्यक: आपका BoB खाता 24 hours में बंद हो जाएगा। अभी KYC अपडेट करें: https://verify-account.net,1
"नमस्ते John, क्या हम noon बजे New York में मिल रहे हैं?",0
নিরাপত্তা সতর্কতা: আপনার Google অ্যাকাউন্টে অস্বাভাবিক কার্যকলাপ। যাচাই করুন: https://update-kyc.in,1
"Tax Refund: You are eligible for a refund of 5,000. Fill form: https://verify-account.net",1
अनुस्मारक: Netflix पर आपका अपॉइंटमेंट 5 PM बजे है।,0
अति आवश्यक: आपका PayPal खाता immediately में बंद हो जाएगा। अभी KYC अपडेट करें: https://update-kyc.in,1
କାଲି ଛୁଟି,0
Your PNB account has been suspended. Please click http://bit.ly/secure-auth to verify.,1
વીજળી બિલ 15 તારીખે ભરવાનું છે,0
सुरक्षा चेतावनी: आपके Spotify खाते में संदिग्ध गतिविधि। सत्यापित करें: https://verify-account.net,1
గూగుల్ పే: మీ ఖాతాలో అసాధారణ లావాదేవీ. చెక్ చేయండి,1
"Hi Anjali, are we still meeting at 10 AM in Dhaka?",0
Your Spotify password was changed. Reset now if unauthorized: http://claim-reward.com,1
"Dear Customer, your PayPal credit card has been charged 50,000. If not done by you, report: http://claim-reward.com",1
Your Uber password was changed. Reset now if unauthorized: http://bit.ly/secure-auth,1
अति आवश्यक: आपका Axis Bank खाता 2 hours में बंद हो जाएगा। अभी KYC अपडेट करें: https://verify-account.net,1
ਬੱਸ ਟਿਕਟ ਬੁੱਕ ਕੀਤੀ,0
"Tax Refund: You are eligible for a refund of 50,000. Fill form: https://verify-account.net",1
"Hi Anjali, are we still meeting at noon in Karachi?",0
ಕಾರ್ ಸರ್ವೀಸ್ ನಾಳೆ ಬೆಳಿಗ್ಗೆ 10 ಗಂಟೆಗೆ,0
"नमस्ते Mohammad, क्या हम Monday बजे Kolkata में मिल रहे हैं?",0
"नमस्ते Mohammad, क्या हम 10 AM बजे Dhaka में मिल रहे हैं?",0
I'll be reaching Mumbai by Monday. See you then.,0
"Hi Mohammad, are we still meeting at noon in Karachi?",0
आपका BlueDart पार्सल TRX-001 रुका हुआ है। भुगतान करें: https://update-kyc.in,1
URGENT: Your PayPal account will be blocked in today. Update KYC now: http://bit.ly/secure-auth,1
ನಿಮ್ಮ ಪಾಸ್‌ಪೋರ್ಟ್ ರದ್ದಾಗುತ್ತದೆ. ನವೀಕರಿಸಿ,1
"बधाई हो! आपने BoB से 10,000 INR जीते हैं। यहाँ दावा करें: https://verify-account.net",1
آپ کا PNB اکاؤنٹ معطل کر دیا گیا ہے۔ تصدیق کے لیے http://claim-reward.com پر کلک کریں۔,1
"مبارک ہو! آپ نے PayPal سے 10,000 $ جیتے ہیں۔ یہاں کلیم کریں: http://bit.ly/secure-auth",1
URGENT: Your BoB account will be blocked in immediately. Update KYC now: https://update-kyc.in,1
ఎగ్జామ్ రిజల్ట్ రేపు,0
"बधाई हो! आपने Netflix से 50,000 $ जीते हैं। यहाँ दावा करें: https://verify-account.net",1
پے ٹی ایم: آپ کے والٹ میں 500 روپے بونس۔ کلیم کریں,1
आपका Chase खाता निलंबित कर दिया गया है। सत्यापित करने के लिए http://bit.ly/secure-auth पर क्लिक करें।,1
"Hi Sarah, are we still meeting at 10 AM in Delhi?",0
I'll be reaching London by Monday. See you then.,0
Reminder: Your appointment at Apple is scheduled for Monday.,0
"Hi Mohammad, are we still meeting at 5 PM in Delhi?",0
নিরাপত্তা সতর্কতা: আপনার Google অ্যাকাউন্টে অস্বাভাবিক কার্যকলাপ। যাচাই করুন: http://claim-reward.com,1
Let's go for Dinner this weekend.,0
ହସ୍ପିଟାଲ ଯିବାର ଅଛି,0
আপনার BoB অ্যাকাউন্ট স্থগিত করা হয়েছে। যাচাই করতে http://claim-reward.com এ ক্লিক করুন।,1
सुरक्षा चेतावनी: आपके Microsoft खाते में संदिग्ध गतिविधि। सत्यापित करें: http://claim-reward.com,1
পরীক্ষার রেজাল্ট আগামীকাল,0
പരീക്ഷാ ഫലം നാളെ,0
