text,label,clean_text,url_count,dot_count,has_at_symbol,urgency_flag,threat_flag,suspicious_domain_flag,caps_word_count,digit_count,special_char_count
অনুগ্ৰহ কৰি ফাইলটো পঠাওক। 7399,0,অনুগ্ৰহ কৰি ফাইলটো পঠাওক। 7399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
आपका PNB खाता ब्लॉक कर दिया गया है। यहाँ सत्यापित करें: http://tinyurl.com/secure-login,1,आपका pnb खाता ब्लॉक कर दिया गया है। यहाँ सत्यापित करें: http:/tinyurl.com/secure-login,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
ಅಭಿನಂದನೆಗಳು! ನೀವು 50000 ₹ ಗೆದ್ದಿದ್ದೀರಿ. ಪಡೆಯಲು: http://goo.gl/verify-account,1,ಅಭಿನಂದನೆಗಳು! ನೀವು 50000 ₹ ಗೆದ್ದಿದ್ದೀರಿ. ಪಡೆಯಲು: http:/goo.gl/verify-account,1.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0
ನಿಮ್ಮ Netflix ಖಾತೆಯಲ್ಲಿ ಅಸಹಜ ಚಟುವಟಿಕೆ. ಪರಿಶೀಲಿಸಿ: http://claim-prize.top,1,ನಿಮ್ಮ netflix ಖಾತೆಯಲ್ಲಿ ಅಸಹಜ ಚಟುವಟಿಕೆ. ಪರಿಶೀಲಿಸಿ: http:/claim-prize.top,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can you send the report by EOD? 8229,0,can you send the report by eod? 8229,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
તમારું DHL પાર્સલ અટકી ગયું છે. ચુકવણી કરો: https://short.url/pay-bill 2372,1,તમારું dhl પાર્સલ અટકી ગયું છે. ચુકવણી કરો: https:/short.url/pay-bill 2372,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
అభినందనలు! మీరు 50000 INR గెలుచుకున్నారు. క్లెయిమ్ చేయండి: http://goo.gl/verify-account,1,అభినందనలు! మీరు 50000 inr గెలుచుకున్నారు. క్లెయిమ్ చేయండి: http:/goo.gl/verify-account,1.0,2.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0
অনুগ্ৰহ কৰি ফাইলটো পঠাওক। 6528,0,অনুগ্ৰহ কৰি ফাইলটো পঠাওক। 6528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
मी घरी पोहोचलो. 9093,0,मी घरी पोहोचलो. 9093,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ਤੁਹਾਡਾ Federal Bank ਖਾਤਾ ਬੰਦ ਕਰ ਦਿੱਤਾ ਗਿਆ ਹੈ। ਇੱਥੇ ਦੇਖੋ: http://goo.gl/verify-account,1,ਤੁਹਾਡਾ federal bank ਖਾਤਾ ਬੰਦ ਕਰ ਦਿੱਤਾ ਗਿਆ ਹੈ। ਇੱਥੇ ਦੇਖੋ: http:/goo.gl/verify-account,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
জরুরী: আপনার KYC আপডেট করুন: https://bank-kyc.net 1170,1,জরুরী: আপনার kyc আপডেট করুন: https:/bank-kyc.net 1170,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
আপনার Kotak অ্যাকাউন্ট বন্ধ করা হয়েছে। যাচাই করুন: https://verify-secure.in,1,আপনার kotak অ্যাকাউন্ট বন্ধ করা হয়েছে। যাচাই করুন: https:/verify-secure.in,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
നിങ്ങളുടെ SBI അക്കൗണ്ട് മരവിപ്പിച്ചു. പരിശോധിക്കാൻ: https://bank-kyc.net,1,നിങ്ങളുടെ sbi അക്കൗണ്ട് മരവിപ്പിച്ചു. പരിശോധിക്കാൻ: https:/bank-kyc.net,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
बधाई हो! आपने 5000 INR जीते हैं। दावा करें: https://bank-kyc.net,1,बधाई हो! आपने 5000 inr जीते हैं। दावा करें: https:/bank-kyc.net,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
നിങ്ങളുടെ Airtel അക്കൗണ്ടിൽ സംശയാസ്പദമായ നീക്കം. പരിശോധിക്കുക: http://claim-prize.top,1,നിങ്ങളുടെ airtel അക്കൗണ്ടിൽ സംശയാസ്പദമായ നീക്കം. പരിശോധിക്കുക: http:/claim-prize.top,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ਵਧਾਈ ਹੋਵੇ! ਤੁਸੀਂ 10000 BDT ਜਿੱਤੇ ਹਨ। ਇੱਥੇ ਪ੍ਰਾਪਤ ਕਰੋ: http://goo.gl/verify-account,1,ਵਧਾਈ ਹੋਵੇ! ਤੁਸੀਂ 10000 bdt ਜਿੱਤੇ ਹਨ। ਇੱਥੇ ਪ੍ਰਾਪਤ ਕਰੋ: http:/goo.gl/verify-account,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0
آپ کا XpressBees پارسل رکا ہوا ہے۔ فیس ادا کریں: https://short.url/pay-bill 6514,1,آپ کا xpressbees پارسل رکا ہوا ہے۔ فیس ادا کریں: https:/short.url/pay-bill 6514,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ଏସବିଆଇ ସତର୍କତା: KYC ଅପଡେଟ୍ ଆବଶ୍ୟକ। 24 ଘଣ୍ଟା ମଧ୍ୟରେ କରନ୍ତୁ,1,ଏସବିଆଇ ସତର୍କତା: kyc ଅପଡେଟ୍ ଆବଶ୍ୟକ। 24 ଘଣ୍ଟା ମଧ୍ୟରେ କରନ୍ତୁ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
ଆପଣଙ୍କ XpressBees ପାର୍ସଲ୍ ଅଟକି ରହିଛି। ଶୁଳ୍କ ଦିଅନ୍ତୁ: http://goo.gl/verify-account 3940,1,ଆପଣଙ୍କ xpressbees ପାର୍ସଲ୍ ଅଟକି ରହିଛି। ଶୁଳ୍କ ଦିଅନ୍ତୁ: http:/goo.gl/verify-account 3940,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0
Jaipur-তে কেমন আছো? 8462,0,jaipur-তে কেমন আছো? 8462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
உங்கள் Flipkart கணக்கில் அசாதாரண செயல்பாடு. சரிபார்க்க: https://verify-secure.in,1,உங்கள் flipkart கணக்கில் அசாதாரண செயல்பாடு. சரிபார்க்க: https:/verify-secure.in,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
জরুরী: আপনার KYC আপডেট করুন: https://bank-kyc.net 7478,1,জরুরী: আপনার kyc আপডেট করুন: https:/bank-kyc.net 7478,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
வீடு வந்து சேர்ந்தேன். 8370,0,வீடு வந்து சேர்ந்தேன். 8370,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
మీ Amazon ఖాతాలో అసాధారణ కార్యాచరణ. తనిఖీ చేయండి: http://tinyurl.com/secure-login,1,మీ amazon ఖాతాలో అసాధారణ కార్యాచరణ. తనిఖీ చేయండి: http:/tinyurl.com/secure-login,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Thanks for the gift! 6347,0,thanks for the gift! 6347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
શું આપણે આજે મળીશું? 9289,0,શું આપણે આજે મળીશું? 9289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
Congratulations! You won 100000 ₹. Claim: http://bit.ly/update-now,1,congratulations! you won 100000 ₹. claim: http:/bit.ly/update-now,1.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0
તમારું XpressBees પાર્સલ અટકી ગયું છે. ચુકવણી કરો: http://claim-prize.top,1,તમારું xpressbees પાર્સલ અટકી ગયું છે. ચુકવણી કરો: http:/claim-prize.top,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can you send the report by EOD? 8841,0,can you send the report by eod? 8841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
ਤੁਹਾਡਾ PayPal ਖਾਤਾ ਬੰਦ ਕਰ ਦਿੱਤਾ ਗਿਆ ਹੈ। ਇੱਥੇ ਦੇਖੋ: https://verify-secure.in,1,ਤੁਹਾਡਾ paypal ਖਾਤਾ ਬੰਦ ਕਰ ਦਿੱਤਾ ਗਿਆ ਹੈ। ਇੱਥੇ ਦੇਖੋ: https:/verify-secure.in,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
તાકીદે: તમારું KYC અપડેટ કરો: http://tinyurl.com/secure-login 7935,1,તાકીદે: તમારું kyc અપડેટ કરો: http:/tinyurl.com/secure-login 7935,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0
বাড়ি পৌঁছে গেছি। 6948,0,বাড়ি পৌঁছে গেছি। 6948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ଆପଣଙ୍କ ICICI ଆକାଉଣ୍ଟ୍ ବନ୍ଦ କରାଯାଇଛି। ଯାଞ୍ଚ କରନ୍ତୁ: https://short.url/pay-bill,1,ଆପଣଙ୍କ icici ଆକାଉଣ୍ଟ୍ ବନ୍ଦ କରାଯାଇଛି। ଯାଞ୍ଚ କରନ୍ତୁ: https:/short.url/pay-bill,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ਜਰੂਰੀ: ਆਪਣਾ KYC ਅਪਡੇਟ ਕਰੋ: http://claim-prize.top 9576,1,ਜਰੂਰੀ: ਆਪਣਾ kyc ਅਪਡੇਟ ਕਰੋ: http:/claim-prize.top 9576,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
ജന്മദിനാശംസകൾ! 3453,0,ജന്മദിനാശംസകൾ! 3453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
તમારા Facebook ખાતામાં શંકાસ્પદ લોગિન. તપાસો: https://verify-secure.in,1,તમારા facebook ખાતામાં શંકાસ્પદ લોગિન. તપાસો: https:/verify-secure.in,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
మనం సాయంత్రం కలుద్దామా? 1150,0,మనం సాయంత్రం కలుద్దామా? 1150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
Package from Shiprocket is delayed. Pay fee: https://bank-kyc.net,1,package from shiprocket is delayed. pay fee: https:/bank-kyc.net,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
घर पहुँच गया हूँ। 4152,0,घर पहुँच गया हूँ। 4152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
നിങ്ങളുടെ പാസ്‌പോർട്ട് എക്സ്പയർ ആകും. പുതുക്കുക,1,നിങ്ങളുടെ പാസ്‌പോർട്ട് എക്സ്പയർ ആകും. പുതുക്കുക,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
సహాయం చేసినందుకు ధನ್ಯవాదాలు. 6332,0,సహాయం చేసినందుకు ధನ್ಯవాదాలు. 6332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ತುರ್ತು: ನಿಮ್ಮ KYC ನವೀಕರಿಸಿ: https://bank-kyc.net 2797,1,ತುರ್ತು: ನಿಮ್ಮ kyc ನವೀಕರಿಸಿ: https:/bank-kyc.net 2797,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
ಅಭಿನಂದನೆಗಳು! ನೀವು 5000 ₹ ಗೆದ್ದಿದ್ದೀರಿ. ಪಡೆಯಲು: https://short.url/pay-bill,1,ಅಭಿನಂದನೆಗಳು! ನೀವು 5000 ₹ ಗೆದ್ದಿದ್ದೀರಿ. ಪಡೆಯಲು: https:/short.url/pay-bill,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
আপোনাৰ Snapchat একাউণ্টত অস্বাভাৱিক কাৰ্যকলাপ। চাওক: https://bank-kyc.net,1,আপোনাৰ snapchat একাউণ্টত অস্বাভাৱিক কাৰ্যকলাপ। চাওক: https:/bank-kyc.net,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
বাড়ি পৌঁছে গেছি। 3705,0,বাড়ি পৌঁছে গেছি। 3705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
வாழ்த்துக்கள்! நீங்கள் 10000 BDT வென்றுள்ளீர்கள். பெற: http://claim-prize.top 1317,1,வாழ்த்துக்கள்! நீங்கள் 10000 bdt வென்றுள்ளீர்கள். பெற: http:/claim-prize.top 1317,1.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0
അഭിനന്ദനങ്ങൾ! നിങ്ങൾ 50000 ₹ നേടിയിരിക്കുന്നു. ക്ലെയിം ചെയ്യാൻ: https://short.url/pay-bill,1,അഭിനന്ദനങ്ങൾ! നിങ്ങൾ 50000 ₹ നേടിയിരിക്കുന്നു. ക്ലെയിം ചെയ്യാൻ: https:/short.url/pay-bill,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
Your BoB account is locked. Verify at http://bit.ly/update-now,1,your bob account is locked. verify at http:/bit.ly/update-now,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
দয়া করে ফাইলটা পাঠাও। 2365,0,দয়া করে ফাইলটা পাঠাও। 2365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
അടിയന്തിരം: നിങ്ങളുടെ KYC അപ്ഡേറ്റ് ചെയ്യുക: https://bank-kyc.net,1,അടിയന്തിരം: നിങ്ങളുടെ kyc അപ്ഡേറ്റ് ചെയ്യുക: https:/bank-kyc.net,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ଆପଣଙ୍କ ଗ୍ୟାସ ସବସିଡି ବନ୍ଦ ହେବ। ଅପଡେଟ୍ କରନ୍ତୁ,1,ଆପଣଙ୍କ ଗ୍ୟାସ ସବସିଡି ବନ୍ଦ ହେବ। ଅପଡେଟ୍ କରନ୍ତୁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
നിങ്ങളുടെ Netflix അക്കൗണ്ടിൽ സംശയാസ്പദമായ നീക്കം. പരിശോധിക്കുക: https://short.url/pay-bill,1,നിങ്ങളുടെ netflix അക്കൗണ്ടിൽ സംശയാസ്പദമായ നീക്കം. പരിശോധിക്കുക: https:/short.url/pay-bill,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
મદદ માટે આભાર. 7847,0,મદદ માટે આભાર. 7847,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
வீடு வந்து சேர்ந்தேன். 4103,0,வீடு வந்து சேர்ந்தேன். 4103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
तुमचा XpressBees पार्सल थांबला आहे. शुल्क भरा: https://bank-kyc.net,1,तुमचा xpressbees पार्सल थांबला आहे. शुल्क भरा: https:/bank-kyc.net,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reached Mumbai safely. 4419,0,reached mumbai safely. 4419,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
আজ কি দেখা হবে? 5081,0,আজ কি দেখা হবে? 5081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
வாழ்த்துக்கள்! நீங்கள் 5000 ₹ வென்றுள்ளீர்கள். பெற: http://bit.ly/update-now 6121,1,வாழ்த்துக்கள்! நீங்கள் 5000 ₹ வென்றுள்ளீர்கள். பெற: http:/bit.ly/update-now 6121,1.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0
સુરક્ષા ચેતવણી: અસામાન્ય પ્રવૃત્તિ. તરત જ ચકાસો,1,સુરક્ષા ચેતવણી: અસામાન્ય પ્રવૃત્તિ. તરત જ ચકાસો,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennai ಗೆ ಯಾವಾಗ ಬರುತ್ತೀರಿ? 1458,0,chennai ಗೆ ಯಾವಾಗ ಬರುತ್ತೀರಿ? 1458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
ସାହାଯ୍ୟ ପାଇଁ ଧନ୍ୟବାଦ। 4591,0,ସାହାଯ୍ୟ ପାଇଁ ଧନ୍ୟବାଦ। 4591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ਵਧਾਈ ਹੋਵੇ! ਤੁਸੀਂ 5000 BDT ਜਿੱਤੇ ਹਨ। ਇੱਥੇ ਪ੍ਰਾਪਤ ਕਰੋ: http://goo.gl/verify-account,1,ਵਧਾਈ ਹੋਵੇ! ਤੁਸੀਂ 5000 bdt ਜਿੱਤੇ ਹਨ। ਇੱਥੇ ਪ੍ਰਾਪਤ ਕਰੋ: http:/goo.gl/verify-account,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0
நேற்று உதவிய்க்கு நன்றி,0,நேற்று உதவிய்க்கு நன்றி,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Your PNB account is locked. Verify at http://claim-prize.top 6016,1,your pnb account is locked. verify at http:/claim-prize.top 6016,1.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0
ನಾವು ಇಂದು ಭೇಟಿಯಾಗೋಣವೇ? 4055,0,ನಾವು ಇಂದು ಭೇಟಿಯಾಗೋಣವೇ? 4055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
ನಿಮ್ಮ Amazon ಪಾರ್ಸೆಲ್ ಬಾಕಿಯಿದೆ. ಹಣ ಪಾವತಿಸಿ: http://goo.gl/verify-account,1,ನಿಮ್ಮ amazon ಪಾರ್ಸೆಲ್ ಬಾಕಿಯಿದೆ. ಹಣ ಪಾವತಿಸಿ: http:/goo.gl/verify-account,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
నేను ఇంటికి చేరుకున్నాను.,0,నేను ఇంటికి చేరుకున్నాను.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ਤੁਹਾਡਾ ICICI ਖਾਤਾ ਬੰਦ ਕਰ ਦਿੱਤਾ ਗਿਆ ਹੈ। ਇੱਥੇ ਦੇਖੋ: http://claim-prize.top,1,ਤੁਹਾਡਾ icici ਖਾਤਾ ਬੰਦ ਕਰ ਦਿੱਤਾ ਗਿਆ ਹੈ। ਇੱਥੇ ਦੇਖੋ: http:/claim-prize.top,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
अति आवश्यक: आपका KYC अधूरा है। अभी अपडेट करें: http://bit.ly/update-now 1734,1,अति आवश्यक: आपका kyc अधूरा है। अभी अपडेट करें: http:/bit.ly/update-now 1734,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0
URGENT: Your Federal Bank KYC is pending. Update now: https://short.url/pay-bill,1,urgent: your federal bank kyc is pending. update now: https:/short.url/pay-bill,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
మనం సాయంత్రం కలుద్దామా?,0,మనం సాయంత్రం కలుద్దామా?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ফ্লিপকার্ট: আপনাকে 50% ডিসকাউন্ট কুপন পেয়েছেন। এখনই ব্যবহার করুন,1,ফ্লিপকার্ট: আপনাকে 50% ডিসকাউন্ট কুপন পেয়েছেন। এখনই ব্যবহার করুন,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
તમારું IDFC First ખાતું બંધ કરી દેવામાં આવ્યું છે. અહીં ક્લિક કરો: http://goo.gl/verify-account,1,તમારું idfc first ખાતું બંધ કરી દેવામાં આવ્યું છે. અહીં ક્લિક કરો: http:/goo.gl/verify-account,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
आपके Google खाते में संदिग्ध गतिविधि। जांचें: https://verify-secure.in 3309,1,आपके google खाते में संदिग्ध गतिविधि। जांचें: https:/verify-secure.in 3309,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
क्या हम शाम को मिल रहे हैं? 1538,0,क्या हम शाम को मिल रहे हैं? 1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
మీ Canara Bank ఖాతా నిలిపివేయబడింది. ధృవీకరించండి: https://short.url/pay-bill,1,మీ canara bank ఖాతా నిలిపివేయబడింది. ధృవీకరించండి: https:/short.url/pay-bill,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ହସ୍ପିଟାଲ ଯିବାର ଅଛି,0,ହସ୍ପିଟାଲ ଯିବାର ଅଛି,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ସାହାଯ୍ୟ ପାଇଁ ଧନ୍ୟବାଦ। 2468,0,ସାହାଯ୍ୟ ପାଇଁ ଧନ୍ୟବାଦ। 2468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
તમારું પાર્સલ પેન્ડિંગ છે. પેમેન્ટ વિગતો અપડેટ કરો,1,તમારું પાર્સલ પેન્ડિંગ છે. પેમેન્ટ વિગતો અપડેટ કરો,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
সহায়ৰ বাবে ধন্যবাদ। 3869,0,সহায়ৰ বাবে ধন্যবাদ। 3869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
বাড়ি পৌঁছে গেছি। 7617,0,বাড়ি পৌঁছে গেছি। 7617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
तुमचे HDFC खाते ब्लॉक केले आहे. येथे क्लिक करा: http://bit.ly/update-now,1,तुमचे hdfc खाते ब्लॉक केले आहे. येथे क्लिक करा: http:/bit.ly/update-now,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
जन्मदिन मुबारक हो! खुश रहो,0,जन्मदिन मुबारक हो! खुश रहो,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
مدد کے لیے شکریہ۔ 8676,0,مدد کے لیے شکریہ۔ 8676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Kolkata பயணம் எப்படி இருந்தது? 3972,0,kolkata பயணம் எப்படி இருந்தது? 3972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
దయచేసి ఫైల్ పంపండి. 5276,0,దయచేసి ఫైల్ పంపండి. 5276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ਵਧਾਈ ਹੋਵੇ! ਤੁਸੀਂ 50000 BDT ਜਿੱਤੇ ਹਨ। ਇੱਥੇ ਪ੍ਰਾਪਤ ਕਰੋ: http://bit.ly/update-now,1,ਵਧਾਈ ਹੋਵੇ! ਤੁਸੀਂ 50000 bdt ਜਿੱਤੇ ਹਨ। ਇੱਥੇ ਪ੍ਰਾਪਤ ਕਰੋ: http:/bit.ly/update-now,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0
আপনার Netflix অ্যাকাউন্টে সন্দেহজনক লগইন। দেখুন: http://tinyurl.com/secure-login,1,আপনার netflix অ্যাকাউন্টে সন্দেহজনক লগইন। দেখুন: http:/tinyurl.com/secure-login,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
براہ کرم فائل بھیج دیں۔ 8464,0,براہ کرم فائل بھیج دیں۔ 8464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ನಿಮ್ಮ Amazon ಪಾರ್ಸೆಲ್ ಬಾಕಿಯಿದೆ. ಹಣ ಪಾವತಿಸಿ: http://goo.gl/verify-account 6069,1,ನಿಮ್ಮ amazon ಪಾರ್ಸೆಲ್ ಬಾಕಿಯಿದೆ. ಹಣ ಪಾವತಿಸಿ: http:/goo.gl/verify-account 6069,1.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0
Happy birthday! Have a great one. 3194,0,happy birthday! have a great one. 3194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
मदद के लिए धन्यवाद। 8916,0,मदद के लिए धन्यवाद। 8916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
آپ کا PayPal اکاؤنٹ معطل کر دیا گیا ہے۔ تصدیق کریں: https://short.url/pay-bill 3988,1,آپ کا paypal اکاؤنٹ معطل کر دیا گیا ہے۔ تصدیق کریں: https:/short.url/pay-bill 3988,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
