text,label
আপনার PNB অ্যাকাউন্ট বন্ধ করা হয়েছে। যাচাই করুন: http://tinyurl.com/secure-login,1
ମୁଁ ଘରେ ପହଞ୍ଚି ଗଲିଣି। 9527,0
آپ کا BoB اکاؤنٹ معطل کر دیا گیا ہے۔ تصدیق کریں: http://tinyurl.com/secure-login,1
আপোনাৰ Yes Bank একাউণ্টটো বন্ধ কৰা হৈছে। পৰীক্ষা কৰক: https://bank-kyc.net,1
ಅಭಿನಂದನೆಗಳು! ನೀವು 50000 Rs ಗೆದ್ದಿದ್ದೀರಿ. ಪಡೆಯಲು: http://claim-prize.top,1
तुमचा Amazon पार्सल थांबला आहे. शुल्क भरा: http://tinyurl.com/secure-login,1
సహాయం చేసినందుకు ధನ್ಯవాదాలు. 4937,0
உதவிக்கு நன்றி. 4087,0
Bangalore કેવું છે? 7431,0
ਜਰੂਰੀ: ਆਪਣਾ KYC ਅਪਡੇਟ ਕਰੋ: http://claim-prize.top 5796,1
ଆପଣଙ୍କ Facebook ଆକାଉଣ୍ଟରେ ଅସ୍ୱାଭାବିକ କାର୍ଯ୍ୟକଳାପ। ଦେଖନ୍ତୁ: https://verify-secure.in,1
നിങ്ങളുടെ Delhivery പാഴ്സൽ തടഞ്ഞുവെച്ചിരിക്കുന്നു. പണമടയ്ക്കുക: https://short.url/pay-bill,1
براہ کرم فائل بھیج دیں۔ 2670,0
તમારા Airtel ખાતામાં શંકાસ્પદ લોગિન. તપાસો: http://goo.gl/verify-account,1
അഭിനന്ദനങ്ങൾ! നിങ്ങൾ 25000 Rs നേടിയിരിക്കുന്നു. ക്ലെയിം ചെയ്യാൻ: http://goo.gl/verify-account,1
ସାହାଯ୍ୟ ପାଇଁ ଧନ୍ୟବାଦ। 5323,0
મહેરબાની કરીને ફાઇલ મોકલો. 6644,0
Jaipur பயணம் எப்படி இருந்தது?,0
ଆପଣଙ୍କ Zomato ଆକାଉଣ୍ଟରେ ଅସ୍ୱାଭାବିକ କାର୍ଯ୍ୟକଳାପ। ଦେଖନ୍ତୁ: http://claim-prize.top,1
ਵਧਾਈ ਹੋਵੇ! ਤੁਸੀਂ 5000 ₹ ਜਿੱਤੇ ਹਨ। ਇੱਥੇ ਪ੍ਰਾਪਤ ਕਰੋ: http://goo.gl/verify-account,1
আজ কি দেখা হবে? 1027,0
ਜਨਮਦਿਨ ਮੁਬਾਰਕ! 4247,0
మీ Facebook ఖాతాలో అసాధారణ కార్యాచరణ. తనిఖీ చేయండి: http://tinyurl.com/secure-login 7554,1
অনুগ্ৰহ কৰি ফাইলটো পঠাওক। 7557,0
ਜਨਮਦਿਨ ਮੁਬਾਰਕ! 6257,0
તાકીદે: તમારું KYC અપડેટ કરો: http://bit.ly/update-now 9793,1
तुमचा गॅस सिलिंडर सबसिडी थांबेल। अपडेट करा,1
আমি আজিয়েই লগ পাম নেকি? 9992,0
Delhi ଯାତ୍ରା କେମିତି ଥିଲା?,0
ଆପଣଙ୍କ Shiprocket ପାର୍ସଲ୍ ଅଟକି ରହିଛି। ଶୁଳ୍କ ଦିଅନ୍ତୁ: http://goo.gl/verify-account 5847,1
مبارک ہو! آپ نے 25000 ₹ جیتے ہیں۔ کلیم کریں: http://claim-prize.top,1
Unusual login in your Flipkart account. Check: https://short.url/pay-bill,1
ಅಭಿನಂದನೆಗಳು! ನೀವು 5000 BDT ಗೆದ್ದಿದ್ದೀರಿ. ಪಡೆಯಲು: https://short.url/pay-bill,1
ನಿಮ್ಮ IndusInd ಖಾತೆಯನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗಿದೆ. ಪರಿಶೀಲಿಸಿ: http://claim-prize.top,1
آپ کا HDFC اکاؤنٹ معطل کر دیا گیا ہے۔ تصدیق کریں: https://bank-kyc.net 4377,1
আপোনাৰ Jio একাউণ্টত অস্বাভাৱিক কাৰ্যকলাপ। চাওক: https://bank-kyc.net,1
آپ کا PayPal اکاؤنٹ معطل کر دیا گیا ہے۔ تصدیق کریں: https://short.url/pay-bill 6565,1
మీ FedEx పార్శిల్ ఆగిపోయింది. చెల్లించండి: http://bit.ly/update-now,1
براہ کرم فائل بھیج دیں۔ 7814,0
Final notice: Your Swiggy membership expires today. Renew: http://goo.gl/verify-account 5034,1
ਮੈਂ ਘਰ ਪਹੁੰਚ ਗਿਆ ਹਾਂ। 7031,0
ਤੁਹਾਡਾ ICICI ਖਾਤਾ ਬੰਦ ਕਰ ਦਿੱਤਾ ਗਿਆ ਹੈ। ਇੱਥੇ ਦੇਖੋ: http://tinyurl.com/secure-login,1
वाढदिवसाच्या हार्दिक शुभेच्छा! 3079,0
آپ کا Delhivery پارسل رکا ہوا ہے۔ فیس ادا کریں: http://tinyurl.com/secure-login 4527,1
મહેરબાની કરીને ફાઇલ મોકલો. 6060,0
ଜରୁରୀ: ଆପଣଙ୍କ KYC ଅପଡੇଟ୍ କରନ୍ତୁ: http://claim-prize.top,1
ଆପଣଙ୍କ BoB ଆକାଉଣ୍ଟ୍ ବନ୍ଦ କରାଯାଇଛି। ଯାଞ୍ଚ କରନ୍ତୁ: https://verify-secure.in 7709,1
Final notice: Your Facebook membership expires today. Renew: http://tinyurl.com/secure-login,1
તમારા Uber ખાતામાં શંકાસ્પદ લોગિન. તપાસો: https://short.url/pay-bill,1
মই ঘৰ পাইছোঁ। 1491,0
আপনার Amazon পার্সেল আটকে আছে। টাকা জমা দিন: http://claim-prize.top,1
আপোনাৰ Delhivery পাৰ্চেলটো ৰৈ আছে। মাছুল জমা দিয়ক: https://bank-kyc.net,1
कृपया मुझे फाइल भेजें। 2789,0
Ahmedabadची सहल कशी होती? 3367,0
আপোনাৰ পাৰ্চেল বিচাৰাধীন। পেমেণ্ট বিৱৰণ আপডেট কৰক,1
সহায়ৰ বাবে ধন্যবাদ। 5263,0
ನಾನು ಮನೆ ತಲುಪಿದ್ದೇನೆ. 4117,0
ਕੀ ਅਸੀਂ ਅੱਜ ਮਿਲ ਰਹੇ ਹਾਂ?,0
বাড়ি পৌঁছে গেছি। 1972,0
તમારું BoB ખાતું બંધ કરી દેવામાં આવ્યું છે. અહીં ક્લિક કરો: https://verify-secure.in,1
Lucknow பயணம் எப்படி இருந்தது? 3428,0
మీ Canara Bank ఖాతా నిలిపివేయబడింది. ధృవీకరించండి: http://claim-prize.top 7155,1
آپ کا Kotak اکاؤنٹ معطل کر دیا گیا ہے۔ تصدیق کریں: http://bit.ly/update-now 1780,1
जन्मदिन की बहुत-बहुत बधाई! 1916,0
അഭിനന്ദനങ്ങൾ! നിങ്ങൾ 50000 രൂപ നേടി. ഇപ്പോൾ ക്ലെയിം ചെയ്യുക,1
Final notice: Your Hotstar membership expires today. Renew: http://tinyurl.com/secure-login,1
మీ Facebook ఖాతాలో అసాధారణ కార్యాచరణ. తనిఖీ చేయండి: http://tinyurl.com/secure-login,1
আপনার Shiprocket পার্সেল আটকে আছে। টাকা জমা দিন: https://short.url/pay-bill,1
বাড়ি পৌঁছে গেছি। 1412,0
നമുക്ക് ഇന്ന് കാണാൻ പറ്റുമോ? 8774,0
আজ কি দেখা হবে? 5146,0
ഞാൻ വീട്ടിലെത്തി. 2672,0
Kolkata-ত বৰষুণ দিছে নেকি? 7459,0
ನಾನು ಮನೆ ತಲುಪಿದ್ದೇನೆ.,0
तुमच्या Hotstar खात्यात संशयास्पद हालचाल. तपासा: https://short.url/pay-bill,1
مبارک ہو! آپ نے 75000 ₹ جیتے ہیں۔ کلیم کریں: http://goo.gl/verify-account,1
Your Federal Bank account is locked. Verify at https://bank-kyc.net,1
আপনার Federal Bank অ্যাকাউন্ট বন্ধ করা হয়েছে। যাচাই করুন: https://bank-kyc.net,1
ನಿಮ್ಮ Canara Bank ಖಾತೆಯನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗಿದೆ. ಪರಿಶೀಲಿಸಿ: http://goo.gl/verify-account 1060,1
ਐਸਬੀਆਈ ਚੇਤਾਵਨੀ: KYC ਅੱਪਡੇਟ ਜ਼ਰੂਰੀ। 24 ਘੰਟਿਆਂ ਵਿੱਚ ਕਰੋ,1
അടിയന്തിരം: നിങ്ങളുടെ KYC അപ്ഡേറ്റ് ചെയ്യുക: http://tinyurl.com/secure-login 3703,1
ਤੁਹਾਡਾ DHL ਪਾਰਸਲ ਰੁਕਿਆ ਹੋਇਆ ਹੈ। ਫੀਸ ਭਰੋ: https://bank-kyc.net 8820,1
Chennai का मौसम कैसा है? 9203,0
আপোনাৰ Amazon একাউণ্টত অস্বাভাৱিক কাৰ্যকলাপ। চাওক: https://verify-secure.in,1
તમારું DHL પાર્સલ અટકી ગયું છે. ચુકવણી કરો: http://tinyurl.com/secure-login,1
तुमच्या Uber खात्यात संशयास्पद हालचाल. तपासा: https://bank-kyc.net 4744,1
મહેરબાની કરીને ફાઇલ મોકલો. 7536,0
ମୁଁ ଘରେ ପହଞ୍ଚି ଗଲିଣି। 3413,0
Kolkata பயணம் எப்படி இருந்தது?,0
ತುರ್ತು: ನಿಮ್ಮ KYC ನವೀಕರಿಸಿ: http://goo.gl/verify-account 4805,1
فوری: اپنا KYC اپ ڈیٹ کریں: http://bit.ly/update-now,1
আপনার Amazon পার্সেল আটকে আছে। টাকা জমা দিন: http://tinyurl.com/secure-login,1
Mumbai کا سفر کیسا رہا؟ 6753,0
உங்கள் IDFC First கணக்கு முடக்கப்பட்டுள்ளது. சரிபார்க்க: http://bit.ly/update-now,1
உதவிக்கு நன்றி. 8788,0
നിങ്ങളുടെ Shiprocket പാഴ്സൽ തടഞ്ഞുവെച്ചിരിക്കുന്നു. പണമടയ്ക്കുക: https://verify-secure.in 4948,1
ਕਿਰਪਾ ਕਰਕੇ ਫਾਈਲ ਭੇਜੋ। 8484,0
जन्मदिन की बहुत-बहुत बधाई! 8197,0
మీ Snapchat ఖాతాలో అసాధారణ కార్యాచరణ. తనిఖీ చేయండి: http://claim-prize.top,1
ਜਰੂਰੀ: ਆਪਣਾ KYC ਅਪਡੇਟ ਕਰੋ: https://short.url/pay-bill,1
ସୁରକ୍ଷା ସତର୍କତା: ଅସାଧାରଣ କାର୍ଯ୍ୟକଳାପ। ତୁରନ୍ତ ଯାଞ୍ଚ କରନ୍ତୁ,1
Unusual login in your Netflix account. Check: http://goo.gl/verify-account 5447,1
பேடிஎம்: உங்கள் கணக்கு முடக்கப்பட்டுள்ளது। மீண்டும் செயல்படுத்தவும்,1
കാർ സർവീസ് നാളെ രാവിലെ 10 മണിക്ക്,0
अभिनंदन! तुम्ही 75000 Rs जिंकले आहेत. मिळवा: http://claim-prize.top,1
দয়া করে ফাইলটা পাঠাও। 6838,0
అత్యవసరం: మీ KYCని వెంటనే అప్‌డేట్ చేయండి: http://goo.gl/verify-account 6355,1
உதவிக்கு நன்றி. 5135,0
તાકીદે: તમારું KYC અપડેટ કરો: https://verify-secure.in 9076,1
Happy birthday! Have a great one. 4557,0
ಹುಟ್ಟುಹಬ್ಬದ ಶುಭಾಶಯಗಳು! 1640,0
Lucknow-তে কেমন আছো?,0
ദയവായി ഫയൽ അയക്കൂ. 4540,0
براہ کرم فائل بھیج دیں۔ 5358,0
শুভ জন্মদিন! 1075,0
ಅಭಿನಂದನೆಗಳು! ನೀವು 10000 Rs ಗೆದ್ದಿದ್ದೀರಿ. ಪಡೆಯಲು: http://goo.gl/verify-account,1
Unusual login in your Netflix account. Check: https://bank-kyc.net,1
ನಾವು ಇಂದು ಭೇಟಿಯಾಗೋಣವೇ? 1427,0
Ahmedabad ଯାତ୍ରା କେମିତି ଥିଲା?,0
உங்கள் Flipkart கணக்கில் அசாதாரண செயல்பாடு. சரிபார்க்க: http://claim-prize.top,1
میں گھر پہنچ گیا ہوں۔ 6810,0
Lucknow کا سفر کیسا رہا؟,0
জৰুৰী: আপোনাৰ KYC আপডেট কৰক: https://bank-kyc.net,1
Can you send the report by EOD? 4578,0
અભિનંદન! તમે 75000 Rs જીત્યા છે. મેળવો: http://tinyurl.com/secure-login,1
अति आवश्यक: आपका KYC अधूरा है। अभी अपडेट करें: http://tinyurl.com/secure-login 8394,1
ಸಹಾಯಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು. 7200,0
ನಾವು ಇಂದು ಭೇಟಿಯಾಗೋಣವೇ? 9587,0
আপোনাৰ FedEx পাৰ্চেলটো ৰৈ আছে। মাছুল জমা দিয়ক: http://tinyurl.com/secure-login 8753,1
ਮੈਂ ਘਰ ਪਹੁੰਚ ਗਿਆ ਹਾਂ। 3848,0
فوری: اپنا KYC اپ ڈیٹ کریں: http://goo.gl/verify-account,1
आयसीआयसीआय: कार्ड ब्लॉक होईल। री-अॅक्टिव्हेट करा,1
Mumbai-ত বৰষুণ দিছে নেকি? 3279,0
براہ کرم فائل بھیج دیں۔ 8888,0
Thanks for the gift! 3331,0
براہ کرم فائل بھیج دیں۔ 6435,0
আপনার Canara Bank অ্যাকাউন্ট বন্ধ করা হয়েছে। যাচাই করুন: http://bit.ly/update-now,1
તાકીદે: તમારું KYC અપડેટ કરો: https://bank-kyc.net 2226,1
فوری: اپنا KYC اپ ڈیٹ کریں: http://goo.gl/verify-account 8466,1
ଆପଣଙ୍କ FedEx ପାର୍ସଲ୍ ଅଟକି ରହିଛି। ଶୁଳ୍କ ଦିଅନ୍ତୁ: https://short.url/pay-bill,1
எச்டிஎஃப்சி வங்கி: உங்கள் கணக்கு பூட்டப்படும். சரிபார்க்கவும்,1
میں گھر پہنچ گیا ہوں۔ 3993,0
ಅಭಿನಂದನೆಗಳು! ನೀವು 5000 BDT ಗೆದ್ದಿದ್ದೀರಿ. ಪಡೆಯಲು: http://claim-prize.top 3699,1
Ahmedabad-ൽ മഴയുണ്ടോ?,0
সহায়ৰ বাবে ধন্যবাদ। 9940,0
तातडीचे: तुमचे KYC अपडेट करा: https://verify-secure.in 6991,1
ನಾನು ಮನೆ ತಲುಪಿದ್ದೇನೆ. 6477,0
আপোনাৰ Jio একাউণ্টত অস্বাভাৱিক কাৰ্যকলাপ। চাওক: http://goo.gl/verify-account 5817,1
നിങ്ങളുടെ Shiprocket പാഴ്സൽ തടഞ്ഞുവെച്ചിരിക്കുന്നു. പണമടയ്ക്കുക: http://claim-prize.top,1
ਕੀ ਅਸੀਂ ਅੱਜ ਮਿਲ ਰਹੇ ਹਾਂ? 3300,0
वाढदिवसाच्या हार्दिक शुभेच्छा! 2167,0
ମୁଁ ଘରେ ପହଞ୍ଚି ଗଲିଣି। 4400,0
Final notice: Your Prime Video membership expires today. Renew: http://bit.ly/update-now,1
ദയവായി ഫയൽ അയക്കൂ. 9131,0
আপোনাৰ Hotstar একাউণ্টত অস্বাভাৱিক কাৰ্যকলাপ। চাওক: http://tinyurl.com/secure-login,1
ಹುಟ್ಟುಹಬ್ಬದ ಶುಭಾಶಯಗಳು! 6420,0
તમારા Snapchat ખાતામાં શંકાસ્પદ લોગિન. તપાસો: http://goo.gl/verify-account,1
آپ کا Canara Bank اکاؤنٹ معطل کر دیا گیا ہے۔ تصدیق کریں: https://bank-kyc.net,1
Mumbai-ত বৰষুণ দিছে নেকি?,0
मदद के लिए धन्यवाद। 4534,0
The meeting is rescheduled to 1 PM. 7766,0
અભિનંદન! તમે 5000 Rs જીત્યા છે. મેળવો: http://goo.gl/verify-account,1
बधाई हो! आपने 5000 ₹ जीते हैं। दावा करें: http://bit.ly/update-now,1
जन्मदिन की बहुत-बहुत बधाई!,0
നിങ്ങളുടെ Shiprocket പാഴ്സൽ തടഞ്ഞുവെച്ചിരിക്കുന്നു. പണമടയ്ക്കുക: http://claim-prize.top 1899,1
ਜਨਮਦਿਨ ਮੁਬਾਰਕ!,0
Chennai-তে কেমন আছো?,0
அவசரம்: உங்கள் KYC-ஐ உடனே புதுப்பிக்கவும்: http://claim-prize.top,1
મદદ માટે આભાર. 7859,0
Bangaloreची सहल कशी होती?,0
Gym membership expires next week,0
అభినందనలు! మీరు 100000 Rs గెలుచుకున్నారు. క్లెయిమ్ చేయండి: http://claim-prize.top,1
ਜਨਮਦਿਨ ਮੁਬਾਰਕ! 3900,0
ଜରୁରୀ: ଆପଣଙ୍କ KYC ଅପଡੇଟ୍ କରନ୍ତୁ: http://claim-prize.top 7288,1
Final notice: Your Swiggy membership expires today. Renew: http://tinyurl.com/secure-login,1
ਕੀ ਅਸੀਂ ਅੱਜ ਮਿਲ ਰਹੇ ਹਾਂ? 1660,0
നിങ്ങളുടെ Netflix അക്കൗണ്ടിൽ സംശയാസ്പദമായ നീക്കം. പരിശോധിക്കുക: https://short.url/pay-bill,1
জন্মদিনৰ শুভকামনা জনালোঁ! 4890,0
آپ کے Amazon اکاؤنٹ میں مشکوک سرگرمی۔ چیک کریں: https://verify-secure.in,1
అభినందనలు! మీరు 100000 INR గెలుచుకున్నారు. క్లెయిమ్ చేయండి: https://bank-kyc.net,1
Bangalore ଯାତ୍ରା କେମିତି ଥିଲା? 3304,0
Kolkataలో వాతావరణం ఎలా ఉంది? 1751,0
জন্মদিনৰ শুভকামনা জনালোঁ! 4842,0
ਕੀ ਅਸੀਂ ਅੱਜ ਮਿਲ ਰਹੇ ਹਾਂ? 1173,0
இன்று நாம் சந்திக்கலாமா? 2818,0
আপনার Facebook অ্যাকাউন্টে সন্দেহজনক লগইন। দেখুন: http://tinyurl.com/secure-login,1
ನಿಮ್ಮ Zomato ಖಾತೆಯಲ್ಲಿ ಅಸಹಜ ಚಟುವಟಿಕೆ. ಪರಿಶೀಲಿಸಿ: http://goo.gl/verify-account,1
URGENT: Your ICICI KYC is pending. Update now: http://claim-prize.top,1
ਵਧਾਈ ਹੋਵੇ! ਤੁਸੀਂ 10000 Rs ਜਿੱਤੇ ਹਨ। ਇੱਥੇ ਪ੍ਰਾਪਤ ਕਰੋ: http://claim-prize.top,1
Ahmedabad ಗೆ ಯಾವಾಗ ಬರುತ್ತೀರಿ?,0
ਤੁਹਾਡੇ Netflix ਖਾਤੇ ਵਿੱਚ ਸ਼ੱਕੀ ਗਤੀਵਿਧੀ। ਚੈੱਕ ਕਰੋ: http://bit.ly/update-now,1
जन्मदिन की बहुत-बहुत बधाई! 4245,0
அவசரம்: உங்கள் KYC-ஐ உடனே புதுப்பிக்கவும்: https://verify-secure.in 8483,1
ಹುಟ್ಟುಹಬ್ಬದ ಶುಭಾಶಯಗಳು! 4830,0
আপনার Shiprocket পার্সেল আটকে আছে। টাকা জমা দিন: http://claim-prize.top 3776,1
Kolkata ಗೆ ಯಾವಾಗ ಬರುತ್ತೀರಿ? 9445,0
অভিনন্দন! আপুনি 50000 ₹ জিকিছে। ইয়াত পাওক: http://goo.gl/verify-account,1
നിങ്ങളുടെ Snapchat അക്കൗണ്ടിൽ സംശയാസ്പദമായ നീക്കം. പരിശോധിക്കുക: https://short.url/pay-bill,1
एचडीएफसी बैंक: आपका खाता लॉक हो जाएगा। वेरिफाई करें,1
বাড়ি পৌঁছে গেছি। 1308,0
ഫ്ലിപ്കാർട്ട്: നിങ്ങൾക്ക് 50% ഡിസ്കൗണ്ട് കൂപ്പൺ ലഭിച്ചു. ഇപ്പോൾ ഉപയോഗിക്കുക,1
तातडीचे: तुमचे KYC अपडेट करा: http://tinyurl.com/secure-login 3143,1
ನಿಮ್ಮ Amazon ಪಾರ್ಸೆಲ್ ಬಾಕಿಯಿದೆ. ಹಣ ಪಾವತಿಸಿ: http://goo.gl/verify-account 6069,1
ਮਦਦ ਲਈ ਧੰਨਵਾਦ। 8570,0
നിങ്ങളുടെ Ecom Express പാഴ്സൽ തടഞ്ഞുവെച്ചിരിക്കുന്നു. പണമടയ്ക്കുക: http://goo.gl/verify-account,1
Your ICICI account is locked. Verify at http://tinyurl.com/secure-login,1
আপনার Flipkart অ্যাকাউন্টে সন্দেহজনক লগইন। দেখুন: http://tinyurl.com/secure-login,1
ਤੁਹਾਡਾ PayPal ਖਾਤਾ ਬੰਦ ਕਰ ਦਿੱਤਾ ਗਿਆ ਹੈ। ਇੱਥੇ ਦੇਖੋ: https://verify-secure.in,1
మనం సాయంత్రం కలుద్దామా? 9031,0
ನಾವು ಇಂದು ಭೇಟಿಯಾಗೋಣವೇ? 3366,0
अति आवश्यक: आपका KYC अधूरा है। अभी अपडेट करें: http://tinyurl.com/secure-login 8746,1
तुमच्या Amazon खात्यात संशयास्पद हालचाल. तपासा: https://bank-kyc.net,1
ನಾನು ಮನೆ ತಲುಪಿದ್ದೇನೆ. 9755,0
તમારું Federal Bank ખાતું બંધ કરી દેવામાં આવ્યું છે. અહીં ક્લિક કરો: http://claim-prize.top,1
आपके Uber खाते में संदिग्ध गतिविधि। जांचें: http://claim-prize.top,1
मी घरी पोहोचलो. 4031,0
உங்கள் Netflix கணக்கில் அசாதாரண செயல்பாடு. சரிபார்க்க: https://verify-secure.in,1
જન્મદિવસની ખૂબ ખૂબ શુભેચ્છાઓ! 6721,0
Ahmedabad-তে কেমন আছো?,0
దయచేసి ఫైల్ పంపండి. 7743,0
तुमचे SBI खाते ब्लॉक केले आहे. येथे क्लिक करा: http://claim-prize.top 3228,1
Ahmedabad ଯାତ୍ରା କେମିତି ଥିଲା? 5412,0
ಅಭಿನಂದನೆಗಳು! ನೀವು 100000 Rs ಗೆದ್ದಿದ್ದೀರಿ. ಪಡೆಯಲು: http://goo.gl/verify-account,1
તમારું SBI ખાતું બંધ કરી દેવામાં આવ્યું છે. અહીં ક્લિક કરો: https://verify-secure.in,1
உதவிக்கு நன்றி. 8169,0
সাহায্যের জন্য ধন্যবাদ। 7576,0
దయచేసి ఫైల్ పంపండి. 9288,0
ਵਧਾਈ ਹੋਵੇ! ਤੁਸੀਂ 5000 BDT ਜਿੱਤੇ ਹਨ। ਇੱਥੇ ਪ੍ਰਾਪਤ ਕਰੋ: https://verify-secure.in,1
కూరగాయలు కొనుక్కురావాలి,0
ನಿಮ್ಮ SBI ಖಾತೆಯನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗಿದೆ. ಪರಿಶೀಲಿಸಿ: http://claim-prize.top,1
জরুরী: আপনার KYC আপডেট করুন: http://goo.gl/verify-account 9875,1
Thanks for the gift! 6935,0
ਤੁਹਾਡਾ BlueDart ਪਾਰਸਲ ਰੁਕਿਆ ਹੋਇਆ ਹੈ। ਫੀਸ ਭਰੋ: https://bank-kyc.net,1
অভিনন্দন! আপনি 75000 BDT জিতেছেন। এখানে পান: http://goo.gl/verify-account,1
ফোনপে: আপনাকে 5000 টাকা ক্যাশব্যাক। লিঙ্কে ক্লিক করুন,1
അഭിനന്ദനങ്ങൾ! നിങ്ങൾ 100000 Rs നേടിയിരിക്കുന്നു. ക്ലെയിം ചെയ്യാൻ: http://bit.ly/update-now,1
ਜਰੂਰੀ: ਆਪਣਾ KYC ਅਪਡੇਟ ਕਰੋ: http://claim-prize.top,1
നിങ്ങളുടെ DHL പാഴ്സൽ തടഞ്ഞുവെച്ചിരിക്കുന്നു. പണമടയ്ക്കുക: http://claim-prize.top,1
అత్యవసరం: మీ KYCని వెంటనే అప్‌డేట్ చేయండి: https://bank-kyc.net 5157,1
അടിയന്തിരം: നിങ്ങളുടെ KYC അപ്ഡേറ്റ് ചെയ്യുക: http://goo.gl/verify-account 8439,1
Your Axis Bank account is locked. Verify at http://tinyurl.com/secure-login,1
வாழ்த்துக்கள்! நீங்கள் 25000 INR வென்றுள்ளீர்கள். பெற: https://short.url/pay-bill,1
பிறந்தநாள் வாழ்த்துக்கள்! 8064,0
