text,label
இன்று இரவு உணவகத்தில் சந்திப்போம்,0
பிறந்தநாள் வாழ்த்துக்கள்! இனிய நாளாக அமையட்டும்,0
మీ బ్యాంక్ ఖాతా మూసివేయబడుతుంది. వెంటనే క్లిక్ చేయండి,1
అభినందనలు! మీరు 50000 రూపాయలు గెలుచుకున్నారు. ఇప్పుడే క్లెయిం చేయండి,1
భద్రతా హెచ్చరిక: అసాధారణ కార్యకలాపాలు. వెంటనే ధృవీకరించండి,1
మీ ఖాతా నిలిపివేయబడింది. ఇక్కడ క్లిక్ చేయండి,1
మీ పార్శిల్ పెండింగ్‌లో ఉంది. చెల్లింపు వివరాలను నవీకరించండి,1
ఈ సాయంత్రం ఎక్కడ కలుద్దాం?,0
నిన్న సహాయానికి ధన్యవాదాలు,0
ఆ ఫైల్స్ పంపగలరా?,0
ఈ రాత్రి రెస్టారెంట్‌లో కలుద్దాం,0
పుట్టినరోజు శుభాకాంక్షలు! మంచి రోజు గడపండి,0
तुमचे बँक खाते बंद केले जाईल। त्वरित क्लिक करा,1
अभिनंदन! तुम्ही 50000 रुपये जिंकले आहेत। आता दावा करा,1
सुरक्षा इशारा: असामान्य क्रियाकलाप। त्वरित सत्यापित करा,1
तुमचे खाते निलंबित केले आहे। येथे क्लिक करा,1
तुमचे पार्सल प्रलंबित आहे। पेमेंट तपशील अद्यतनित करा,1
आज संध्याकाळी कुठे भेटायचे?,0
काल मदत केल्याबद्दल धन्यवाद,0
त्या फाइल्स पाठवू शकाल का?,0
आज रात्री रेस्टॉरंटमध्ये भेटू,0
वाढदिवसाच्या शुभेच्छा! चांगला दिवस जावो,0
તમારું બેંક ખાતું બંધ કરવામાં આવશે. તરત જ ક્લિક કરો,1
અભિનંદન! તમે 50000 રૂપિયા જીત્યા છે. હમણાં જ દાવો કરો,1
સુરક્ષા ચેતવણી: અસામાન્ય પ્રવૃત્તિ. તરત જ ચકાસો,1
તમારું એકાઉન્ટ સસ્પેન્ડ કરવામાં આવ્યું છે. અહીં ક્લિક કરો,1
તમારું પાર્સલ પેન્ડિંગ છે. પેમેન્ટ વિગતો અપડેટ કરો,1
આજે સાંજે ક્યાં મળવાનું?,0
ગઈકાલે મદદ બદલ આભાર,0
તે ફાઇલો મોકલી શકશો?,0
આજે રાત્રે રેસ્ટોરન્ટમાં મળીશું,0
જન્મદિવસની શુભેચ્છાઓ! સારો દિવસ હો,0
ನಿಮ್ಮ ಬ್ಯಾಂಕ್ ಖಾತೆಯನ್ನು ಮುಚ್ಚಲಾಗುವುದು. ತಕ್ಷಣ ಕ್ಲಿಕ್ ಮಾಡಿ,1
ಅಭಿನಂದನೆಗಳು! ನೀವು 50000 ರೂಪಾಯಿಗಳನ್ನು ಗೆದ್ದಿದ್ದೀರಿ. ಈಗಲೇ ಕ್ಲೈಮ್ ಮಾಡಿ,1
ಭದ್ರತಾ ಎಚ್ಚರಿಕೆ: ಅಸಾಮಾನ್ಯ ಚಟುವಟಿಕೆ. ತಕ್ಷಣ ಪರಿಶೀಲಿಸಿ,1
ನಿಮ್ಮ ಖಾತೆಯನ್ನು ಅಮಾನತುಗೊಳಿಸಲಾಗಿದೆ. ಇಲ್ಲಿ ಕ್ಲಿಕ್ ಮಾಡಿ,1
ನಿಮ್ಮ ಪಾರ್ಸಲ್ ಬಾಕಿ ಉಳಿದಿದೆ. ಪಾವತಿ ವಿವರಗಳನ್ನು ನವೀಕರಿಸಿ,1
ಇಂದು ಸಂಜೆ ಎಲ್ಲಿ ಭೇಟಿಯಾಗೋಣ?,0
ನಿನ್ನೆ ಸಹಾಯಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು,0
ಆ ಫೈಲ್‌ಗಳನ್ನು ಕಳುಹಿಸಬಲ್ಲಿರಾ?,0
ಇಂದು ರಾತ್ರಿ ರೆಸ್ಟೋರೆಂಟ್‌ನಲ್ಲಿ ಭೇಟಿಯಾಗೋಣ,0
ಹುಟ್ಟುಹಬ್ಬದ ಶುಭಾಶಯಗಳು! ಒಳ್ಳೆಯ ದಿನವಾಗಲಿ,0
നിങ്ങളുടെ ബാങ്ക് അക്കൗണ്ട് അടയ്ക്കപ്പെടും. ഉടൻ ക്ലിക്ക് ചെയ്യുക,1
അഭിനന്ദനങ്ങൾ! നിങ്ങൾ 50000 രൂപ നേടി. ഇപ്പോൾ ക്ലെയിം ചെയ്യുക,1
സുരക്ഷാ മുന്നറിയിപ്പ്: അസാധാരണ പ്രവർത്തനം. ഉടൻ പരിശോധിക്കുക,1
നിങ്ങളുടെ അക്കൗണ്ട് സസ്പെൻഡ് ചെയ്തു. ഇവിടെ ക്ലിക്ക് ചെയ്യുക,1
നിങ്ങളുടെ പാർസൽ തീർപ്പാക്കാത്തതാണ്. പേയ്മെന്റ് വിശദാംശങ്ങൾ അപ്ഡേറ്റ് ചെയ്യുക,1
ഇന്ന് വൈകുന്നേരം എവിടെ കാണാം?,0
ഇന്നലെ സഹായിച്ചതിന് നന്ദി,0
ആ ഫയലുകൾ അയയ്ക്കാമോ?,0
ഇന്ന് രാത്രി റെസ്റ്റോറന്റിൽ കാണാം,0
ജന്മദിനാശംസകൾ! നല്ല ദിവസം ആയിരിക്കട്ടെ,0
ਤੁਹਾਡਾ ਬੈਂਕ ਖਾਤਾ ਬੰਦ ਕਰ ਦਿੱਤਾ ਜਾਵੇਗਾ। ਤੁਰੰਤ ਕਲਿੱਕ ਕਰੋ,1
ਵਧਾਈਆਂ! ਤੁਸੀਂ 50000 ਰੁਪਏ ਜਿੱਤੇ ਹਨ। ਹੁਣੇ ਦਾਅਵਾ ਕਰੋ,1
ਸੁਰੱਖਿਆ ਚੇਤਾਵਨੀ: ਅਸਧਾਰਨ ਗਤੀਵਿਧੀ। ਤੁਰੰਤ ਪੁਸ਼ਟੀ ਕਰੋ,1
ਤੁਹਾਡਾ ਖਾਤਾ ਮੁਅੱਤਲ ਕਰ ਦਿੱਤਾ ਗਿਆ ਹੈ। ਇੱਥੇ ਕਲਿੱਕ ਕਰੋ,1
ਤੁਹਾਡਾ ਪਾਰਸਲ ਬਾਕੀ ਹੈ। ਭੁਗਤਾਨ ਵੇਰਵੇ ਅੱਪਡੇਟ ਕਰੋ,1
ਅੱਜ ਸ਼ਾਮ ਕਿੱਥੇ ਮਿਲਣਾ ਹੈ?,0
ਕੱਲ੍ਹ ਮਦਦ ਲਈ ਧੰਨਵਾਦ,0
ਕੀ ਤੁਸੀਂ ਉਹ ਫਾਇਲਾਂ ਭੇਜ ਸਕਦੇ ਹੋ?,0
ਅੱਜ ਰਾਤ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਮਿਲਦੇ ਹਾਂ,0
ਜਨਮਦਿਨ ਮੁਬਾਰਕ! ਚੰਗਾ ਦਿਨ ਬੀਤੇ,0
ଆପଣଙ୍କ ବ୍ୟାଙ୍କ ଖାତା ବନ୍ଦ କରାଯିବ। ତୁରନ୍ତ କ୍ଲିକ୍ କରନ୍ତୁ,1
ଅଭିନନ୍ଦନ! ଆପଣ 50000 ଟଙ୍କା ଜିତିଛନ୍ତି। ବର୍ତ୍ତମାନ ଦାବି କରନ୍ତୁ,1
ସୁରକ୍ଷା ସତର୍କତା: ଅସାଧାରଣ କାର୍ଯ୍ୟକଳାପ। ତୁରନ୍ତ ଯାଞ୍ଚ କରନ୍ତୁ,1
ଆପଣଙ୍କ ଖାତା ସ୍ଥଗିତ ହୋଇଛି। ଏଠାରେ କ୍ଲିକ୍ କରନ୍ତୁ,1
ଆପଣଙ୍କ ପାର୍ସଲ ବିଚାରାଧୀନ ଅଛି। ପେମେଣ୍ଟ ବିବରଣୀ ଅପଡେଟ୍ କରନ୍ତୁ,1
ଆଜି ସନ୍ଧ୍ୟାରେ କେଉଁଠି ସାକ୍ଷାତ ହେବା?,0
ଗତକାଲି ସାହାଯ୍ୟ ପାଇଁ ଧନ୍ୟବାଦ,0
ସେହି ଫାଇଲଗୁଡିକ ପଠାଇ ପାରିବେ କି?,0
ଆଜି ରାତିରେ ରେଷ୍ଟୁରାଣ୍ଟରେ ସାକ୍ଷାତ ହେବା,0
ଜନ୍ମଦିନର ଶୁଭେଚ୍ଛା! ଭଲ ଦିନ ଯାଉ,0
আপোনাৰ বেংক একাউণ্ট বন্ধ কৰা হ'ব। তৎক্ষণাৎ ক্লিক কৰক,1
অভিনন্দন! আপুনি 50000 টকা জিকিছে। এতিয়াই দাবী কৰক,1
সুৰক্ষা সতৰ্কতা: অস্বাভাৱিক কাৰ্যকলাপ। তৎক্ষণাৎ পৰীক্ষা কৰক,1
আপোনাৰ একাউণ্ট স্থগিত কৰা হৈছে। ইয়াত ক্লিক কৰক,1
আপোনাৰ পাৰ্চেল বিচাৰাধীন। পেমেণ্ট বিৱৰণ আপডেট কৰক,1
আজি সন্ধিয়া ক'ত লগ হ'ম?,0
যোৱাকালি সহায়ৰ বাবে ধন্যবাদ,0
সেই ফাইলবোৰ পঠিয়াব পাৰিবনে?,0
আজি ৰাতি ৰেষ্টুৰেণ্টত লগ হ'ম,0
জন্মদিনৰ শুভেচ্ছা! ভাল দিন কটাওক,0
آپ کا بینک اکاؤنٹ بند کر دیا جائے گا۔ فوری طور پر کلک کریں,1
مبارکباد! آپ نے 50000 روپے جیتے ہیں۔ ابھی کلیم کریں,1
سیکیورٹی انتباہ: غیر معمولی سرگرمی۔ فوری طور پر تصدیق کریں,1
آپ کا اکاؤنٹ معطل کر دیا گیا ہے۔ یہاں کلک کریں,1
آپ کا پارسل زیر التوا ہے۔ ادائیگی کی تفصیلات اپ ڈیٹ کریں,1
آج شام کہاں ملنا ہے؟,0
کل کی مدد کے لیے شکریہ,0
کیا آپ وہ فائلیں بھیج سکتے ہیں؟,0
آج رات ریستوراں میں ملتے ہیں,0
سالگرہ مبارک! اچھا دن گزرے,0
Final notice: Tax payment overdue. Pay now or face legal action,1
Your delivery failed. Reconfirm address and pay shipping fee,1
Apple ID locked. Verify your identity immediately,1
Amazon: Your order #12345 shipped successfully,0
Your OTP is 123456. Do not share with anyone,0
Meeting reminder: Project review at 3 PM,0
Your flight is delayed by 2 hours. New departure: 8 PM,0
Prescription ready for pickup at pharmacy,0
Class cancelled today. Resume tomorrow,0
Your credit card ending 4567 was charged $250.99,0
आपको 1 करोड़ का लॉटरी जीता। डिटेल्स के लिए क्लिक करें,1
आपका आधार कार्ड अपडेट की जरूरत है। लिंक पर जाएं,1
बैंक ऑफ इंडिया: आपका KYC पेंडिंग है। अभी अपडेट करें,1
पैन कार्ड वेरिफिकेशन असफल। तुरंत री-वेरिफाई करें,1
आपके खाते में संदिग्ध गतिविधि। पासवर्ड रीसेट करें,1
मीटिंग कल सुबह 10 बजे,0
फाइल भेज दी है। चेक करो,0
आज ऑफिस नहीं आ पाऊंगा,0
दूध ले आना मत भूलना,0
डॉक्टर का अपॉइंटमेंट शाम 5 बजे,0
আপনার প্যান কার্ড এক্সপায়ার হবে। এখনই রিনিউ করুন,1
গুগল পে: আপনার একাউন্ট লক হয়েছে। আনলক করুন,1
আপনার মোবাইল নম্বর ব্লক হবে। রিচার্জ করুন,1
ফোনপে: আপনাকে 5000 টাকা ক্যাশব্যাক। লিঙ্কে ক্লিক করুন,1
জরুরি: আপনার ইলেকশন আইডি সাসপেন্ড। ভেরিফাই করুন,1
কাল অফিস বন্ধ থাকবে,0
ডাক্তারের সাথে দেখা করতে হবে,0
বাজার থেকে সবজি কিনে আনো,0
ট্রেন টিকিট বুক করেছি,0
পরীক্ষার রেজাল্ট আগামীকাল,0
உங்கள் ஆதார் கார்டு காலாவதியாகிவிட்டது। புதுப்பிக்கவும்,1
பேடிஎம்: உங்கள் கணக்கு முடக்கப்பட்டுள்ளது। மீண்டும் செயல்படுத்தவும்,1
உங்கள் மின் கட்டணம் நிலுவை. உடனே செலுத்தவும்,1
வாட்ஸ்அப்: உங்கள் கணக்கு தடுக்கப்படும். சரிபார்க்கவும்,1
ரேஷன் கார்டு ரத்து செய்யப்படும். இணைப்பைக் கிளிக் செய்யவும்,1
நாளை விடுமுறை,0
மருத்துவமனைக்குச் செல்ல வேண்டும்,0
பால் வாங்கி வா,0
பேருந்து டிக்கெட் முன்பதிவு செய்துவிட்டேன்,0
பள்ளி விளையாட்டு போட்டி நாளை,0
మీ వోటర్ ID కార్డ్ క్యాన్సిల్ అవుతుంది। వెరిఫై చేయండి,1
గూగుల్ పే: మీ ఖాతాలో అసాధారణ లావాదేవీ. చెక్ చేయండి,1
మీ గ్యాస్ సబ్సిడీ ఆగిపోతుంది। అప్‌డేట్ చేయండి,1
పేటీఎం: మీకు 10000 రూపాయల క్యాష్‌బ్యాక్. లింక్ క్లిక్ చేయండి,1
మీ ఎలక్షన్ కార్డ్ బ్లాక్ చేయబడుతుంది। ఇప్పుడే వెరిఫై చేయండి,1
రేపు సెలవు,0
హాస్పిటల్‌కు వెళ్లాలి,0
కూరగాయలు కొనుక్కురావాలి,0
బస్ టికెట్ బుక్ చేసాను,0
ఎగ్జామ్ రిజల్ట్ రేపు,0
तुमचा ड्रायव्हिंग लायसन्स कॅन्सल होईल। रिन्यू करा,1
फोनपे: तुमच्या अकाउंटमध्ये संशयास्पद क्रियाकलाप। चेक करा,1
तुमचा गॅस सिलिंडर सबसिडी थांबेल। अपडेट करा,1
तुमचा आधार-पॅन लिंक नाही। तात्काळ लिंक करा,1
तुमचा पासपोर्ट अपडेट करणे आवश्यक। क्लिक करा,1
उद्या सुट्टी आहे,0
डॉक्टरांची भेट संध्याकाळी,0
भाजी आणायला विसरू नकोस,0
ट्रेन तिकीट बुक केलं,0
परीक्षेचे निकाल उद्या,0
તમારું રાશન કાર્ડ રદ થશે। વેરિફાઈ કરો,1
પેટીએમ: તમારા એકાઉન્ટમાં શંકાસ્પદ પ્રવૃત્તિ। તપાસો,1
તમારું ગેસ કનેક્શન બંધ થશે। અપડેટ કરો,1
તમારું ઇલેક્શન આઇડી સ્થગિત કરાશે। તરત જ વેરિફાઈ કરો,1
તમારું પાસપોર્ટ એક્સપાયર થશે। રિન્યૂ કરો,1
આવતીકાલે રજા છે,0
ડોક્ટરને મળવા જવું છે,0
શાકભાજી લેતા આવજે,0
ટ્રેન ટિકિટ બુક કરી દીધી,0
પરીક્ષાનું પરિણામ આવતીકાલે,0
ನಿಮ್ಮ ಪಾಸ್‌ಪೋರ್ಟ್ ರದ್ದಾಗುತ್ತದೆ. ನವೀಕರಿಸಿ,1
ಗೂಗಲ್ ಪೇ: ನಿಮ್ಮ ಖಾತೆಯಲ್ಲಿ ಅಸಾಧಾರಣ ವಹಿವಾಟು. ಪರಿಶೀಲಿಸಿ,1
ನಿಮ್ಮ ಗ್ಯಾಸ್ ಸಬ್ಸಿಡಿ ನಿಲ್ಲುತ್ತದೆ. ಅಪ್‌ಡೇಟ್ ಮಾಡಿ,1
ನಿಮ್ಮ ವೋಟರ್ ಐಡಿ ನಿಷ್ಕ್ರಿಯಗೊಳಿಸಲಾಗುತ್ತದೆ. ಈಗಲೇ ಪರಿಶೀಲಿಸಿ,1
ಫೋನ್‌ಪೇ: ನಿಮಗೆ 5000 ರೂಪಾಯಿ ಕ್ಯಾಶ್‌ಬ್ಯಾಕ್. ಲಿಂಕ್ ಕ್ಲಿಕ್ ಮಾಡಿ,1
ನಾಳೆ ರಜೆ,0
ಆಸ್ಪತ್ರೆಗೆ ಹೋಗಬೇಕು,0
ತರಕಾರಿ ತೆಗೆದುಕೊಂಡು ಬಾ,0
ಬಸ್ ಟಿಕೆಟ್ ಬುಕ್ ಮಾಡಿದ್ದೇನೆ,0
ಪರೀಕ್ಷೆ ಫಲಿತಾಂಶ ನಾಳೆ,0
നിങ്ങളുടെ പാസ്‌പോർട്ട് എക്സ്പയർ ആകും. പുതുക്കുക,1
ഗൂഗിൾ പേ: നിങ്ങളുടെ അക്കൗണ്ടിൽ സംശയാസ്പദമായ പ്രവർത്തനം. പരിശോധിക്കുക,1
നിങ്ങളുടെ റേഷൻ കാർഡ് റദ്ദാക്കപ്പെടും. വെരിഫൈ ചെയ്യുക,1
നിങ്ങളുടെ വോട്ടർ ഐഡി നിർജീവമാക്കപ്പെടും. ഇപ്പോൾ വെരിഫൈ ചെയ്യുക,1
ഫോൺപേ: നിങ്ങൾക്ക് 10000 രൂപ ക്യാഷ്ബാക്ക്. ലിങ്ക് ക്ലിക്ക് ചെയ്യുക,1
നാളെ അവധി,0
ഹോസ്പിറ്റലിൽ പോകണം,0
പച്ചക്കറികൾ വാങ്ങണം,0
ബസ് ടിക്കറ്റ് ബുക്ക് ചെയ്തു,0
പരീക്ഷാ ഫലം നാളെ,0
ਤੁਹਾਡਾ ਪਾਸਪੋਰਟ ਰੱਦ ਹੋ ਜਾਵੇਗਾ। ਰਿਨਿਊ ਕਰੋ,1
ਗੂਗਲ ਪੇ: ਤੁਹਾਡੇ ਖਾਤੇ ਵਿੱਚ ਸ਼ੱਕੀ ਗਤੀਵਿਧੀ। ਜਾਂਚ ਕਰੋ,1
ਤੁਹਾਡਾ ਗੈਸ ਸਬਸਿਡੀ ਬੰਦ ਹੋ ਜਾਵੇਗੀ। ਅੱਪਡੇਟ ਕਰੋ,1
ਤੁਹਾਡਾ ਵੋਟਰ ਆਈਡੀ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ। ਹੁਣੇ ਪੁਸ਼ਟੀ ਕਰੋ,1
ਫੋਨਪੇ: ਤੁਹਾਨੂੰ 5000 ਰੁਪਏ ਕੈਸ਼ਬੈਕ। ਲਿੰਕ ਤੇ ਕਲਿੱਕ ਕਰੋ,1
ਕੱਲ੍ਹ ਛੁੱਟੀ ਹੈ,0
ਹਸਪਤਾਲ ਜਾਣਾ ਹੈ,0
ਸਬਜ਼ੀ ਲੈ ਆਉਣੀ,0
ਬੱਸ ਟਿਕਟ ਬੁੱਕ ਕੀਤੀ,0
ਇਮਤਿਹਾਨ ਦਾ ਨਤੀਜਾ ਕੱਲ੍ਹ,0
ଆପଣଙ୍କ ପାସପୋର୍ଟ ବାତିଲ ହେବ। ନବୀକରଣ କରନ୍ତୁ,1
ଗୁଗଲ ପେ: ଆପଣଙ୍କ ଖାତାରେ ସନ୍ଦେହଜନକ କାର୍ଯ୍ୟକଳାପ। ଯାଞ୍ଚ କରନ୍ତୁ,1
ଆପଣଙ୍କ ଗ୍ୟାସ ସବସିଡି ବନ୍ଦ ହେବ। ଅପଡେଟ୍ କରନ୍ତୁ,1
ଆପଣଙ୍କ ଭୋଟର ଆଇଡି ନିଷ୍କ୍ରିୟ ହେବ। ବର୍ତ୍ତମାନ ଯାଞ୍ଚ କରନ୍ତୁ,1
ଫୋନପେ: ଆପଣଙ୍କୁ 5000 ଟଙ୍କା କ୍ୟାସବ୍ୟାକ। ଲିଙ୍କରେ କ୍ଲିକ୍ କରନ୍ତୁ,1
କାଲି ଛୁଟି,0
ହସ୍ପିଟାଲ ଯିବାର ଅଛି,0
ପନିପରିବା କିଣି ଆଣିବାକୁ ହେବ,0
ବସ ଟିକେଟ ବୁକ କରିଛି,0
ପରୀକ୍ଷା ଫଳାଫଳ କାଲି,0
আপোনাৰ পাছপৰ্ট বাতিল হ'ব। নবীকৰণ কৰক,1
গুগল পে: আপোনাৰ একাউণ্টত সন্দেহজনক কাৰ্যকলাপ। পৰীক্ষা কৰক,1
আপোনাৰ গেছ ছাবছিডি বন্ধ হ'ব। আপডেট কৰক,1
আপোনাৰ ভোটাৰ আইডি নিষ্ক্ৰিয় হ'ব। এতিয়াই পৰীক্ষা কৰক,1
ফোনপে: আপোনাক 5000 টকা কেশ্বেক। লিংকত ক্লিক কৰক,1
কাইলৈ বন্ধ,0
চিকিৎসালয়লৈ যাব লাগিব,0
পাচলি কিনি আনিব লাগিব,0
বাছ টিকট বুক কৰিছো,0
পৰীক্ষাৰ ফলাফল কাইলৈ,0
آپ کا پاسپورٹ منسوخ ہو جائے گا۔ تجدید کریں,1
گوگل پے: آپ کے اکاؤنٹ میں مشکوک سرگرمی۔ چیک کریں,1
آپ کی گیس سبسڈی بند ہو جائے گی۔ اپ ڈیٹ کریں,1
آپ کا ووٹر آئی ڈی غیر فعال ہو جائے گا۔ ابھی تصدیق کریں,1
فون پے: آپ کو 10000 روپے کیش بیک۔ لنک پر کلک کریں,1
کل چھٹی ہے,0
اسپتال جانا ہے,0
سبزیاں لانی ہیں,0
بس ٹکٹ بک کر لیا,0
امتحان کا نتیجہ کل,0
HDFC Bank: Verify your account to avoid blocking,1
SBI Alert: Complete KYC update within 48 hours,1
ICICI: Your card will be blocked. Click to reactivate,1
Axis Bank: Suspicious login detected. Reset password now,1
PNB: Your account is under review. Verify immediately,1
Mom calling. Pick up when free,0
Reminder: Car service tomorrow at 10 AM,0
Package delivered at your doorstep,0
Your electricity bill is due on 15th,0
Gym membership expires next week,0
एचडीएफसी बैंक: आपका खाता लॉक हो जाएगा। वेरिफाई करें,1
एसबीआई अलर्ट: KYC अपडेट जरूरी। 24 घंटे में करें,1
आईसीआईसीआई: कार्ड ब्लॉक होगा। री-एक्टिवेट करें,1
पेटीएम: आपके वॉलेट में 500 रुपये बोनस। क्लेम करें,1
फ्लिपकार्ट: आपको 50% डिस्काउंट कूपन मिला। अभी यूज़ करें,1
माँ ने फोन किया था,0
कार सर्विस कल सुबह 10 बजे,0
पैकेज डिलीवर हो गया,0
बिजली का बिल 15 तारीख को देना है,0
जिम मेंबरशिप अगले हफ्ते खत्म हो रही है,0
এইচডিএফসি ব্যাংক: আপনার অ্যাকাউন্ট লক হবে। ভেরিফাই করুন,1
এসবিআই সতর্কতা: KYC আপডেট জরুরি। 24 ঘণ্টার মধ্যে করুন,1
আইসিআইসিআই: কার্ড ব্লক হবে। পুনরায় সক্রিয় করুন,1
পেটিএম: আপনার ওয়ালেটে 500 টাকা বোনাস। ক্লেইম করুন,1
ফ্লিপকার্ট: আপনাকে 50% ডিসকাউন্ট কুপন পেয়েছেন। এখনই ব্যবহার করুন,1
মা ফোন করেছিলেন,0
গাড়ির সার্ভিস কাল সকাল 10টায়,0
প্যাকেজ ডেলিভার হয়ে গেছে,0
বিদ্যুৎ বিল 15 তারিখে দিতে হবে,0
জিম মেম্বারশিপ পরের সপ্তাহে শেষ হচ্ছে,0
எச்டிஎஃப்சி வங்கி: உங்கள் கணக்கு பூட்டப்படும். சரிபார்க்கவும்,1
எஸ்பிஐ எச்சரிக்கை: KYC புதுப்பிப்பு அவசரம். 24 மணி நேரத்தில் செய்யவும்,1
ஐசிஐசிஐ: கார்டு தடுக்கப்படும். மீண்டும் செயல்படுத்தவும்,1
பேடிஎம்: உங்கள் வாலட்டில் 500 ரூபாய் போனஸ். க்ளெய்ம் செய்யவும்,1
பிளிப்கார்ட்: உங்களுக்கு 50% தள்ளுபடி கூப்பன் கிடைத்துள்ளது. இப்போதே பயன்படுத்தவும்,1
அம்மா போன் செய்தார்கள்,0
கார் சர்வீஸ் நாளை காலை 10 மணிக்கு,0
பார்சல் டெலிவரி ஆகிவிட்டது,0
மின்சாரக் கட்டணம் 15ஆம் தேதி செலுத்த வேண்டும்,0
ஜிம் உறுப்பினர் அடுத்த வாரம் காலாவதியாகிறது,0
హెచ్‌డిఎఫ్‌సి బ్యాంక్: మీ ఖాతా లాక్ అవుతుంది. వెరిఫై చేయండి,1
ఎస్‌బిఐ హెచ్చరిక: KYC అప్‌డేట్ అత్యవసరం. 24 గంటల్లో చేయండి,1
ఐసిఐసిఐ: కార్డ్ బ్లాక్ అవుతుంది. రీ-యాక్టివేట్ చేయండి,1
పేటీఎం: మీ వాలెట్‌లో 500 రూపాయలు బోనస్. క్లెయిం చేయండి,1
ఫ్లిప్‌కార్ట్: మీకు 50% డిస్కౌంట్ కూపన్ లభించింది. ఇప్పుడే ఉపయోగించండి,1
అమ్మ ఫోన్ చేసింది,0
కార్ సర్వీస్ రేపు ఉదయం 10 గంటలకు,0
పార్శిల్ డెలివరీ అయింది,0
విద్యుత్ బిల్లు 15వ తేదీన చెల్లించాలి,0
జిమ్ మెంబర్‌షిప్ వచ్చే వారం ముగుస్తుంది,0
एचडीएफसी बँक: तुमचे खाते लॉक होईल। व्हेरिफाय करा,1
एसबीआय अलर्ट: KYC अपडेट आवश्यक। 24 तासात करा,1
आयसीआयसीआय: कार्ड ब्लॉक होईल। री-अॅक्टिव्हेट करा,1
पेटीएम: तुमच्या वॉलेटमध्ये 500 रुपये बोनस। क्लेम करा,1
फ्लिपकार्ट: तुम्हाला 50% डिस्काउंट कुपन मिळाले। आता वापरा,1
आईने फोन केला होता,0
कार सर्व्हिस उद्या सकाळी 10 वाजता,0
पॅकेज डिलिव्हर झालं,0
वीज बिल 15 तारखेला भरायचं,0
जिम मेंबरशिप पुढच्या आठवड्यात संपतेय,0
એચડીએફસી બેંક: તમારું ખાતું લોક થશે. વેરિફાઈ કરો,1
એસબીઆઈ ચેતવણી: KYC અપડેટ જરૂરી. 24 કલાકમાં કરો,1
આઈસીઆઈસીઆઈ: કાર્ડ બ્લોક થશે. રી-એક્ટિવેટ કરો,1
પેટીએમ: તમારા વોલેટમાં 500 રૂપિયા બોનસ. ક્લેઈમ કરો,1
ફ્લિપકાર્ટ: તમને 50% ડિસ્કાઉન્ટ કૂપન મળ્યું. હમણાં વાપરો,1
મમ્મીએ ફોન કર્યો હતો,0
કાર સર્વિસ આવતીકાલે સવારે 10 વાગ્યે,0
