text,label,clean_text,url_count,dot_count,has_at_symbol,urgency_flag,threat_flag,suspicious_domain_flag,caps_word_count,digit_count,special_char_count
ವಿದ್ಯುತ್ ಬಿಲ್ 15 ತಾರೀಕಿಗೆ ಕಟ್ಟಬೇಕು,0,ವಿದ್ಯುತ್ ಬಿಲ್ 15 ತಾರೀಕಿಗೆ ಕಟ್ಟಬೇಕು,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
آپ کا اکاؤنٹ معطل کر دیا گیا ہے۔ یہاں کلک کریں,1,آپ کا اکاؤنٹ معطل کر دیا گیا ہے۔ یہاں کلک کریں,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
आज संध्याकाळी कुठे भेटायचे?,0,आज संध्याकाळी कुठे भेटायचे?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
बधाई हो! आपने 50000 रुपये जीते हैं। अभी दावा करें,1,बधाई हो! आपने 50000 रुपये जीते हैं। अभी दावा करें,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0
ಜಿಮ್ ಮೆಂಬರ್‌ಶಿಪ್ ಮುಂದಿನ ವಾರ ಮುಗಿಯುತ್ತದೆ,0,ಜಿಮ್ ಮೆಂಬರ್‌ಶಿಪ್ ಮುಂದಿನ ವಾರ ಮುಗಿಯುತ್ತದೆ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Happy birthday! Hope you have a great day,0,happy birthday! hope you have a great day,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Insurance policy renewal due. Pay now to continue coverage,1,insurance policy renewal due. pay now to continue coverage,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
કાર સર્વિસ આવતીકાલે સવારે 10 વાગ્યે,0,કાર સર્વિસ આવતીકાલે સવારે 10 વાગ્યે,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
আজ রাতে রেস্তোরাঁয় দেখা হবে,0,আজ রাতে রেস্তোরাঁয় দেখা হবে,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
আপনার অ্যাকাউন্ট স্থগিত করা হয়েছে। এখানে ক্লিক করুন,1,আপনার অ্যাকাউন্ট স্থগিত করা হয়েছে। এখানে ক্লিক করুন,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
आपके खाते में संदिग्ध गतिविधि। पासवर्ड रीसेट करें,1,आपके खाते में संदिग्ध गतिविधि। पासवर्ड रीसेट करें,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Your delivery failed. Reconfirm address and pay shipping fee,1,your delivery failed. reconfirm address and pay shipping fee,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ఎస్‌బిఐ హెచ్చరిక: KYC అప్‌డేట్ అత్యవసరం. 24 గంటల్లో చేయండి,1,ఎస్‌బిఐ హెచ్చరిక: kyc అప్‌డేట్ అత్యవసరం. 24 గంటల్లో చేయండి,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
இன்று மாலை எங்கே சந்திப்போம்?,0,இன்று மாலை எங்கே சந்திப்போம்?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
എസ്‌ബിഐ മുന്നറിയിപ്പ്: KYC അപ്ഡേറ്റ് അത്യാവശ്യം. 24 മണിക്കൂറിനുള്ളിൽ ചെയ്യുക,1,എസ്‌ബിഐ മുന്നറിയിപ്പ്: kyc അപ്ഡേറ്റ് അത്യാവശ്യം. 24 മണിക്കൂറിനുള്ളിൽ ചെയ്യുക,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
ফ্লিপকার্ট: আপনাকে 50% ডিসকাউন্ট কুপন পেয়েছেন। এখনই ব্যবহার করুন,1,ফ্লিপকার্ট: আপনাকে 50% ডিসকাউন্ট কুপন পেয়েছেন। এখনই ব্যবহার করুন,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ਐਸਬੀਆਈ ਚੇਤਾਵਨੀ: KYC ਅੱਪਡੇਟ ਜ਼ਰੂਰੀ। 24 ਘੰਟਿਆਂ ਵਿੱਚ ਕਰੋ,1,ਐਸਬੀਆਈ ਚੇਤਾਵਨੀ: kyc ਅੱਪਡੇਟ ਜ਼ਰੂਰੀ। 24 ਘੰਟਿਆਂ ਵਿੱਚ ਕਰੋ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
آج شام کہاں ملنا ہے؟,0,آج شام کہاں ملنا ہے؟,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
آپ کا ووٹر آئی ڈی غیر فعال ہو جائے گا۔ ابھی تصدیق کریں,1,آپ کا ووٹر آئی ڈی غیر فعال ہو جائے گا۔ ابھی تصدیق کریں,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
तुमचा आधार-पॅन लिंक नाही। तात्काळ लिंक करा,1,तुमचा आधार-पॅन लिंक नाही। तात्काळ लिंक करा,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ফ্লিপকাৰ্ট: আপোনাক 50% ডিছকাউণ্ট কুপন পাইছে। এতিয়াই ব্যৱহাৰ কৰক,1,ফ্লিপকাৰ্ট: আপোনাক 50% ডিছকাউণ্ট কুপন পাইছে। এতিয়াই ব্যৱহাৰ কৰক,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ସୁରକ୍ଷା ସତର୍କତା: ଅସାଧାରଣ କାର୍ଯ୍ୟକଳାପ। ତୁରନ୍ତ ଯାଞ୍ଚ କରନ୍ତୁ,1,ସୁରକ୍ଷା ସତର୍କତା: ଅସାଧାରଣ କାର୍ଯ୍ୟକଳାପ। ତୁରନ୍ତ ଯାଞ୍ଚ କରନ୍ତୁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ನಿಮ್ಮ ಬ್ಯಾಂಕ್ ಖಾತೆಯನ್ನು ಮುಚ್ಚಲಾಗುವುದು. ತಕ್ಷಣ ಕ್ಲಿಕ್ ಮಾಡಿ,1,ನಿಮ್ಮ ಬ್ಯಾಂಕ್ ಖಾತೆಯನ್ನು ಮುಚ್ಚಲಾಗುವುದು. ತಕ್ಷಣ ಕ್ಲಿಕ್ ಮಾಡಿ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ਜਨਮਦਿਨ ਮੁਬਾਰਕ! ਚੰਗਾ ਦਿਨ ਬੀਤੇ,0,ਜਨਮਦਿਨ ਮੁਬਾਰਕ! ਚੰਗਾ ਦਿਨ ਬੀਤੇ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
మీ వోటర్ ID కార్డ్ క్యాన్సిల్ అవుతుంది। వెరిఫై చేయండి,1,మీ వోటర్ id కార్డ్ క్యాన్సిల్ అవుతుంది। వెరిఫై చేయండి,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
مبارکباد! آپ نے 50000 روپے جیتے ہیں۔ ابھی کلیم کریں,1,مبارکباد! آپ نے 50000 روپے جیتے ہیں۔ ابھی کلیم کریں,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
অভিনন্দন! আপনি 50000 টাকা জিতেছেন। এখনই দাবি করুন,1,অভিনন্দন! আপনি 50000 টাকা জিতেছেন। এখনই দাবি করুন,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
ఆ ఫైల్స్ పంపగలరా?,0,ఆ ఫైల్స్ పంపగలరా?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
നിങ്ങളുടെ റേഷൻ കാർഡ് റദ്ദാക്കപ്പെടും. വെരിഫൈ ചെയ്യുക,1,നിങ്ങളുടെ റേഷൻ കാർഡ് റദ്ദാക്കപ്പെടും. വെരിഫൈ ചെയ്യുക,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ਸਬਜ਼ੀ ਲੈ ਆਉਣੀ,0,ਸਬਜ਼ੀ ਲੈ ਆਉਣੀ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNB: Your account is under review. Verify immediately,1,pnb: your account is under review. verify immediately,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
పేటీఎం: మీ వాలెట్‌లో 500 రూపాయలు బోనస్. క్లెయిం చేయండి,1,పేటీఎం: మీ వాలెట్‌లో 500 రూపాయలు బోనస్. క్లెయిం చేయండి,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
क्या तुम मुझे वो फाइल भेज सकते हो?,0,क्या तुम मुझे वो फाइल भेज सकते हो?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
জিম মেম্বারশিপ পরের সপ্তাহে শেষ হচ্ছে,0,জিম মেম্বারশিপ পরের সপ্তাহে শেষ হচ্ছে,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amazon: Your order #12345 shipped successfully,0,amazon: your order #12345 shipped successfully,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
डॉक्टर का अपॉइंटमेंट शाम 5 बजे,0,डॉक्टर का अपॉइंटमेंट शाम 5 बजे,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
పుట్టినరోజు శుభాకాంక్షలు! మంచి రోజు గడపండి,0,పుట్టినరోజు శుభాకాంక్షలు! మంచి రోజు గడపండి,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mom calling. Pick up when free,0,mom calling. pick up when free,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
কাইলৈ বন্ধ,0,কাইলৈ বন্ধ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ನಿಮ್ಮ ಪಾಸ್‌ಪೋರ್ಟ್ ರದ್ದಾಗುತ್ತದೆ. ನವೀಕರಿಸಿ,1,ನಿಮ್ಮ ಪಾಸ್‌ಪೋರ್ಟ್ ರದ್ದಾಗುತ್ತದೆ. ನವೀಕರಿಸಿ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
গতকালের সাহায্যের জন্য ধন্যবাদ,0,গতকালের সাহায্যের জন্য ধন্যবাদ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ਤੁਹਾਡਾ ਗੈਸ ਸਬਸਿਡੀ ਬੰਦ ਹੋ ਜਾਵੇਗੀ। ਅੱਪਡੇਟ ਕਰੋ,1,ਤੁਹਾਡਾ ਗੈਸ ਸਬਸਿਡੀ ਬੰਦ ਹੋ ਜਾਵੇਗੀ। ਅੱਪਡੇਟ ਕਰੋ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
सुरक्षा चेतावनी: असामान्य गतिविधि। तुरंत सत्यापित करें,1,सुरक्षा चेतावनी: असामान्य गतिविधि। तुरंत सत्यापित करें,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
પરીક્ષાનું પરિણામ આવતીકાલે,0,પરીક્ષાનું પરિણામ આવતીકાલે,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netflix: Payment failed. Update billing info to continue,1,netflix: payment failed. update billing info to continue,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
বাজার থেকে সবজি কিনে আনো,0,বাজার থেকে সবজি কিনে আনো,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can you send me the project files?,0,can you send me the project files?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ایس بی آئی انتباہ: KYC اپڈیٹ ضروری۔ 24 گھنٹے میں کریں,1,ایس بی آئی انتباہ: kyc اپڈیٹ ضروری۔ 24 گھنٹے میں کریں,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
ଆପଣଙ୍କ ଭୋଟର ଆଇଡି ନିଷ୍କ୍ରିୟ ହେବ। ବର୍ତ୍ତମାନ ଯାଞ୍ଚ କରନ୍ତୁ,1,ଆପଣଙ୍କ ଭୋଟର ଆଇଡି ନିଷ୍କ୍ରିୟ ହେବ। ବର୍ତ୍ତମାନ ଯାଞ୍ଚ କରନ୍ତୁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Class starts in 30 minutes. Join using this link,0,class starts in 30 minutes. join using this link,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
کل کی مدد کے لیے شکریہ,0,کل کی مدد کے لیے شکریہ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
सुरक्षा इशारा: असामान्य क्रियाकलाप। त्वरित सत्यापित करा,1,सुरक्षा इशारा: असामान्य क्रियाकलाप। त्वरित सत्यापित करा,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Class cancelled today. Resume tomorrow,0,class cancelled today. resume tomorrow,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
பிறந்தநாள் வாழ்த்துக்கள்! இனிய நாளாக அமையட்டும்,0,பிறந்தநாள் வாழ்த்துக்கள்! இனிய நாளாக அமையட்டும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
আপোনাৰ বেংক একাউণ্ট বন্ধ কৰা হ'ব। তৎক্ষণাৎ ক্লিক কৰক,1,আপোনাৰ বেংক একাউণ্ট বন্ধ কৰা হ'ব। তৎক্ষণাৎ ক্লিক কৰক,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
పార్శిల్ డెలివరీ అయింది,0,పార్శిల్ డెలివరీ అయింది,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
বাছ টিকট বুক কৰিছো,0,বাছ টিকট বুক কৰিছো,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salary credited to your account,0,salary credited to your account,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಇಂದು ರಾತ್ರಿ ರೆಸ್ಟೋರೆಂಟ್‌ನಲ್ಲಿ ಭೇಟಿಯಾಗೋಣ,0,ಇಂದು ರಾತ್ರಿ ರೆಸ್ಟೋರೆಂಟ್‌ನಲ್ಲಿ ಭೇಟಿಯಾಗೋಣ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
జిమ్ మెంబర్‌షిప్ వచ్చే వారం ముగుస్తుంది,0,జిమ్ మెంబర్‌షిప్ వచ్చే వారం ముగుస్తుంది,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
পাৰ্চেল ডেলিভাৰী হৈছে,0,পাৰ্চেল ডেলিভাৰী হৈছে,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Urgent: Complete your income tax filing before deadline,1,urgent: complete your income tax filing before deadline,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
दूध ले आना मत भूलना,0,दूध ले आना मत भूलना,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Final notice: Tax payment overdue. Pay now or face legal action,1,final notice: tax payment overdue. pay now or face legal action,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
పేటీఎం: మీకు 10000 రూపాయల క్యాష్‌బ్యాక్. లింక్ క్లిక్ చేయండి,1,పేటీఎం: మీకు 10000 రూపాయల క్యాష్‌బ్యాక్. లింక్ క్లిక్ చేయండి,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
ఎగ్జామ్ రిజల్ట్ రేపు,0,ఎగ్జామ్ రిజల్ట్ రేపు,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಎಸ್‌ಬಿಐ ಎಚ್ಚರಿಕೆ: KYC ಅಪ್‌ಡೇಟ್ ಅವಶ್ಯಕ. 24 ಗಂಟೆಗಳಲ್ಲಿ ಮಾಡಿ,1,ಎಸ್‌ಬಿಐ ಎಚ್ಚರಿಕೆ: kyc ಅಪ್‌ಡೇಟ್ ಅವಶ್ಯಕ. 24 ಗಂಟೆಗಳಲ್ಲಿ ಮಾಡಿ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
உங்கள் மின் கட்டணம் நிலுவை. உடனே செலுத்தவும்,1,உங்கள் மின் கட்டணம் நிலுவை. உடனே செலுத்தவும்,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
പച്ചക്കറികൾ വാങ്ങണം,0,പച്ചക്കറികൾ വാങ്ങണം,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اسپتال جانا ہے,0,اسپتال جانا ہے,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
നിങ്ങളുടെ വോട്ടർ ഐഡി നിർജീവമാക്കപ്പെടും. ഇപ്പോൾ വെരിഫൈ ചെയ്യുക,1,നിങ്ങളുടെ വോട്ടർ ഐഡി നിർജീവമാക്കപ്പെടും. ഇപ്പോൾ വെരിഫൈ ചെയ്യുക,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axis Bank: Suspicious login detected. Reset password now,1,axis bank: suspicious login detected. reset password now,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಐಸಿಐಸಿಐ: ಕಾರ್ಡ್ ಬ್ಲಾಕ್ ಆಗುತ್ತದೆ. ರೀ-ಆಕ್ಟಿವೇಟ್ ಮಾಡಿ,1,ಐಸಿಐಸಿಐ: ಕಾರ್ಡ್ ಬ್ಲಾಕ್ ಆಗುತ್ತದೆ. ರೀ-ಆಕ್ಟಿವೇಟ್ ಮಾಡಿ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
آئی سی آئی سی آئی: کارڈ بلاک ہو جائے گا۔ دوبارہ فعال کریں,1,آئی سی آئی سی آئی: کارڈ بلاک ہو جائے گا۔ دوبارہ فعال کریں,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Your flight is delayed by 2 hours. New departure: 8 PM,0,your flight is delayed by 2 hours. new departure: 8 pm,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
See you at the restaurant tonight,0,see you at the restaurant tonight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
आईसीआईसीआई: कार्ड ब्लॉक होगा। री-एक्टिवेट करें,1,आईसीआईसीआई: कार्ड ब्लॉक होगा। री-एक्टिवेट करें,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
চিকিৎসালয়লৈ যাব লাগিব,0,চিকিৎসালয়লৈ যাব লাগিব,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
जन्मदिन मुबारक हो! खुश रहो,0,जन्मदिन मुबारक हो! खुश रहो,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
